variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_1568	2.85E-02	8.90E-01	7.68E-01	1.65E-02	5.60E-02	1.25E-02	bad-chisq
group_1449	2.85E-02	8.90E-01	5.76E-01	2.27E-02	4.06E-02	2.37E-02	bad-chisq
group_1421	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
oppD_1	2.85E-02	2.61E-01	9.59E-01	2.74E-04	5.37E-03	2.16E-03	bad-chisq
group_1300	2.85E-02	2.61E-01	9.49E-01	3.41E-04	5.35E-03	2.70E-03	bad-chisq
group_1240	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
group_1233	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
group_1145	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
group_1136	2.85E-02	3.97E-01	9.71E-01	-1.46E-04	4.04E-03	1.52E-03	
cpg2_2	2.85E-02	2.61E-01	5.57E-01	2.57E-02	4.38E-02	2.48E-02	bad-chisq
group_864	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
dapE_1	2.85E-02	2.61E-01	5.57E-01	2.57E-02	4.38E-02	2.48E-02	bad-chisq
group_768	2.85E-02	3.97E-01	9.71E-01	-1.46E-04	4.04E-03	1.52E-03	
glgB_1	2.85E-02	3.97E-01	9.57E-01	-2.37E-04	4.36E-03	2.30E-03	
group_706	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
group_705	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
gltP_1	2.85E-02	2.61E-01	5.57E-01	2.57E-02	4.38E-02	2.48E-02	bad-chisq
group_582	2.85E-02	8.90E-01	1.84E-01	-7.56E-02	5.68E-02	5.62E-02	bad-chisq
group_574	2.85E-02	8.90E-01	7.68E-01	1.65E-02	5.60E-02	1.25E-02	bad-chisq
group_510	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
group_459	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
group_368	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
group_325	2.85E-02	3.97E-01	9.71E-01	-1.46E-04	4.04E-03	1.52E-03	
group_303	2.85E-02	3.97E-01	9.75E-01	-1.29E-04	4.05E-03	1.35E-03	
rbsA_4	2.85E-02	8.90E-01	9.64E-01	-2.39E-04	5.34E-03	1.89E-03	bad-chisq
group_3999	2.67E-02	3.44E-01	9.70E-01	-1.50E-04	4.04E-03	1.57E-03	
group_3814	2.67E-02	2.77E-01	5.17E-01	2.14E-02	3.30E-02	2.74E-02	bad-chisq
group_3583	2.67E-02	9.44E-01	9.57E-01	-2.17E-04	4.05E-03	2.27E-03	bad-chisq
group_3515	2.67E-02	9.44E-01	4.58E-01	-2.68E-02	3.61E-02	3.14E-02	bad-chisq
group_3250	2.67E-02	3.44E-01	9.70E-01	-1.50E-04	4.04E-03	1.57E-03	
group_3240	2.67E-02	9.44E-01	9.57E-01	-2.17E-04	4.05E-03	2.27E-03	bad-chisq
group_3092	2.67E-02	9.44E-01	7.19E-01	1.67E-02	4.63E-02	1.52E-02	bad-chisq
group_2908	2.67E-02	3.44E-01	9.74E-01	-1.33E-04	4.04E-03	1.39E-03	
dgoA	2.67E-02	3.44E-01	8.61E-01	1.08E-03	6.16E-03	7.41E-03	
group_2740	2.67E-02	3.44E-01	9.74E-01	-1.33E-04	4.04E-03	1.39E-03	
group_2586	2.67E-02	3.44E-01	9.70E-01	-1.50E-04	4.04E-03	1.57E-03	
group_2565	2.67E-02	9.44E-01	9.64E-01	-2.42E-04	5.34E-03	1.91E-03	bad-chisq
lsrF	2.67E-02	9.44E-01	9.57E-01	-2.17E-04	4.05E-03	2.27E-03	bad-chisq
aroE_2	2.67E-02	2.88E-03	4.34E-03	-1.54E-01	5.38E-02	1.20E-01	
group_2463	2.67E-02	2.77E-01	9.58E-01	2.83E-04	5.37E-03	2.23E-03	bad-chisq
group_2404	2.67E-02	2.88E-03	8.70E-01	6.90E-03	4.21E-02	6.93E-03	
group_2384	2.67E-02	2.77E-01	8.58E-01	1.10E-03	6.14E-03	7.55E-03	bad-chisq
group_2329	2.67E-02	9.44E-01	8.85E-01	-8.86E-04	6.12E-03	6.13E-03	bad-chisq
group_2313	2.67E-02	9.44E-01	9.08E-01	-6.16E-04	5.35E-03	4.87E-03	bad-chisq
group_2238	2.67E-02	9.44E-01	5.56E-01	-2.80E-02	4.75E-02	2.49E-02	bad-chisq
cynR_1	2.67E-02	2.77E-01	9.57E-01	2.92E-04	5.36E-03	2.30E-03	bad-chisq
group_2195	2.67E-02	9.44E-01	9.25E-01	-3.82E-04	4.05E-03	4.00E-03	bad-chisq
group_2101	2.67E-02	9.44E-01	7.83E-01	1.05E-02	3.81E-02	1.17E-02	bad-chisq
group_2017	2.67E-02	2.77E-01	9.01E-01	6.68E-04	5.35E-03	5.28E-03	bad-chisq
group_1985	2.67E-02	2.77E-01	9.58E-01	2.83E-04	5.37E-03	2.23E-03	bad-chisq
group_1972	2.67E-02	4.96E-02	9.59E-01	-3.17E-04	6.12E-03	2.19E-03	
fba_1~~~fbaA_1	2.67E-02	4.96E-02	9.87E-01	7.32E-05	4.37E-03	7.08E-04	
group_1902	2.67E-02	3.44E-01	2.31E-01	5.92E-02	4.93E-02	5.07E-02	
group_1893	2.67E-02	3.44E-01	9.74E-01	-2.00E-04	6.12E-03	1.38E-03	
group_1734	2.67E-02	2.77E-01	9.54E-01	3.08E-04	5.35E-03	2.44E-03	bad-chisq
group_1709	2.67E-02	4.96E-02	9.59E-01	-3.17E-04	6.12E-03	2.19E-03	
group_1702	2.67E-02	9.44E-01	9.18E-01	6.36E-04	6.14E-03	4.38E-03	bad-chisq
noc_3~~~noc_1~~~noc_2~~~noc	2.67E-02	9.44E-01	8.53E-01	-7.95E-03	4.28E-02	7.85E-03	bad-chisq
group_1654	2.67E-02	3.44E-01	9.47E-01	-4.10E-04	6.17E-03	2.81E-03	
group_1597	2.67E-02	4.96E-02	9.59E-01	-3.17E-04	6.12E-03	2.19E-03	
group_1596	2.67E-02	4.96E-02	9.59E-01	-3.17E-04	6.12E-03	2.19E-03	
group_1595	2.67E-02	3.44E-01	9.70E-01	-1.50E-04	4.04E-03	1.57E-03	
group_1580	2.67E-02	2.77E-01	8.45E-01	1.20E-03	6.16E-03	8.25E-03	bad-chisq
group_1497	2.67E-02	3.44E-01	1.21E-02	-1.19E-01	4.71E-02	1.06E-01	
group_1469	2.67E-02	2.77E-01	5.17E-01	2.14E-02	3.30E-02	2.74E-02	bad-chisq
group_1440	2.67E-02	4.96E-02	9.43E-01	2.88E-04	4.06E-03	3.00E-03	
group_1404	2.67E-02	9.44E-01	4.58E-01	-2.68E-02	3.61E-02	3.14E-02	bad-chisq
group_1399	2.67E-02	3.44E-01	9.74E-01	-1.33E-04	4.04E-03	1.39E-03	
group_1361	2.67E-02	3.44E-01	9.70E-01	-1.50E-04	4.04E-03	1.57E-03	
group_1320	2.67E-02	3.44E-01	9.70E-01	-1.50E-04	4.04E-03	1.57E-03	
group_1266	2.67E-02	3.44E-01	9.74E-01	-1.33E-04	4.04E-03	1.39E-03	
recU	2.67E-02	4.96E-02	9.59E-01	-3.17E-04	6.12E-03	2.19E-03	
group_1120	2.67E-02	3.44E-01	9.70E-01	-1.50E-04	4.04E-03	1.57E-03	
group_1099	2.67E-02	2.88E-03	4.34E-03	-1.54E-01	5.38E-02	1.20E-01	
group_1069	2.67E-02	4.96E-02	9.59E-01	-3.17E-04	6.12E-03	2.19E-03	
vraR_2	2.67E-02	2.77E-01	9.01E-01	6.68E-04	5.35E-03	5.28E-03	bad-chisq
sigE_1~~~sigA_1	2.67E-02	9.44E-01	9.61E-01	-2.59E-04	5.34E-03	2.05E-03	bad-chisq
group_1015	2.67E-02	3.44E-01	9.74E-01	-1.29E-04	4.05E-03	1.35E-03	
group_998	2.67E-02	9.44E-01	3.00E-01	-5.44E-02	5.23E-02	4.39E-02	bad-chisq
group_833	2.67E-02	4.96E-02	9.61E-01	2.61E-04	5.35E-03	2.06E-03	
larA_1	2.67E-02	9.44E-01	7.69E-01	1.65E-02	5.62E-02	1.24E-02	bad-chisq
group_666	2.67E-02	2.77E-01	9.58E-01	2.83E-04	5.37E-03	2.23E-03	bad-chisq
group_423	2.67E-02	9.44E-01	9.57E-01	-2.17E-04	4.05E-03	2.27E-03	bad-chisq
ybdM	2.67E-02	3.44E-01	9.74E-01	-1.33E-04	4.04E-03	1.39E-03	
group_299	2.67E-02	4.96E-02	2.67E-01	-5.33E-02	4.80E-02	4.69E-02	
group_261	2.67E-02	2.77E-01	9.01E-01	6.68E-04	5.35E-03	5.28E-03	bad-chisq
group_3920	2.50E-02	2.94E-01	8.41E-01	8.91E-03	4.43E-02	8.50E-03	bad-chisq
group_3896	2.50E-02	2.94E-01	9.21E-01	5.33E-04	5.36E-03	4.21E-03	bad-chisq
group_3844	2.50E-02	3.52E-02	9.61E-01	2.60E-04	5.35E-03	2.06E-03	
group_3480	2.50E-02	2.94E-01	7.09E-01	1.98E-02	5.33E-02	1.58E-02	bad-chisq
group_3390	2.50E-02	2.94E-01	7.09E-01	1.98E-02	5.33E-02	1.58E-02	bad-chisq
group_3371	2.50E-02	2.94E-01	6.00E-01	2.39E-02	4.55E-02	2.22E-02	bad-chisq
group_2984	2.50E-02	2.94E-01	8.09E-01	1.08E-02	4.47E-02	1.02E-02	bad-chisq
group_2813	2.50E-02	2.92E-01	2.70E-01	-5.33E-02	4.83E-02	4.66E-02	
group_2791	2.50E-02	9.99E-01	9.78E-01	-9.42E-05	3.39E-03	1.17E-03	bad-chisq
livF_4	2.50E-02	1.59E-03	4.17E-03	-1.55E-01	5.40E-02	1.21E-01	
livF_2	2.50E-02	9.99E-01	9.57E-01	-2.17E-04	4.05E-03	2.27E-03	bad-chisq
lptB_4	2.50E-02	1.59E-03	4.17E-03	-1.55E-01	5.40E-02	1.21E-01	
group_2598	2.50E-02	9.99E-01	9.57E-01	-2.17E-04	4.05E-03	2.27E-03	bad-chisq
group_2577	2.50E-02	2.94E-01	8.22E-01	1.02E-02	4.54E-02	9.52E-03	bad-chisq
group_2467	2.50E-02	2.94E-01	9.59E-01	2.73E-04	5.37E-03	2.15E-03	bad-chisq
livH_3	2.50E-02	1.59E-03	4.17E-03	-1.55E-01	5.40E-02	1.21E-01	
gsiD	2.50E-02	2.94E-01	9.59E-01	2.73E-04	5.37E-03	2.15E-03	bad-chisq
group_2432	2.50E-02	9.99E-01	9.57E-01	-2.17E-04	4.05E-03	2.27E-03	bad-chisq
dpnM	2.50E-02	9.99E-01	4.93E-01	3.18E-02	4.64E-02	2.90E-02	bad-chisq
group_2365	2.50E-02	1.59E-03	9.00E-01	5.38E-03	4.30E-02	5.29E-03	
