variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
rhaR_2~~~rhaR_3	2.05E-01	5.71E-03	9.97E-01	2.19E-05	6.20E-03	1.50E-04	
trkG	2.05E-01	5.71E-03	9.09E-01	1.93E-02	1.69E-01	4.82E-03	
group_793	2.05E-01	5.71E-03	9.63E-01	-5.73E-03	1.22E-01	1.98E-03	
clpB	2.05E-01	5.71E-03	9.49E-01	6.53E-03	1.02E-01	2.70E-03	
group_787	2.05E-01	5.11E-02	5.00E-04	4.05E-01	1.16E-01	1.46E-01	
group_782	2.05E-01	1.84E-02	9.47E-01	6.62E-03	9.94E-02	2.82E-03	
group_737	2.05E-01	5.71E-03	5.57E-01	-6.27E-02	1.07E-01	2.49E-02	
group_730	2.05E-01	5.71E-03	9.98E-01	-1.07E-05	5.38E-03	8.40E-05	
group_720	2.05E-01	5.71E-03	9.18E-01	2.16E-02	2.11E-01	4.34E-03	
group_693	2.05E-01	5.71E-03	9.43E-01	1.41E-02	1.99E-01	3.01E-03	
xdhA~~~xdhA_1	2.05E-01	5.71E-03	9.94E-01	7.05E-04	9.67E-02	3.09E-04	
polC_2~~~polC_1	2.05E-01	1.84E-02	9.97E-01	2.33E-05	5.38E-03	1.83E-04	
group_669	2.05E-01	5.71E-03	9.95E-01	-3.52E-05	5.39E-03	2.77E-04	
group_651	2.05E-01	5.71E-03	9.82E-01	2.38E-03	1.03E-01	9.78E-04	
malP_1~~~malP_2~~~glgP~~~malP	2.05E-01	5.71E-03	9.54E-01	6.23E-03	1.07E-01	2.46E-03	
tgt	2.05E-01	5.71E-03	9.42E-01	-4.55E-04	6.21E-03	3.10E-03	
slyA	2.05E-01	5.71E-03	9.40E-01	2.28E-02	3.01E-01	3.21E-03	
hmuU_2~~~hmuU_1	2.05E-01	5.71E-03	9.14E-01	-1.48E-02	1.36E-01	4.59E-03	
birA_2~~~birA_1~~~birA	2.05E-01	5.71E-03	9.18E-01	2.16E-02	2.11E-01	4.34E-03	
mshC	2.05E-01	5.71E-03	6.86E-01	-4.50E-02	1.11E-01	1.71E-02	
ntpD	2.05E-01	1.84E-02	5.84E-04	5.01E-01	1.45E-01	1.45E-01	
group_610	2.05E-01	1.84E-02	9.44E-01	6.22E-03	8.91E-02	2.95E-03	
metN	2.05E-01	5.71E-03	8.80E-01	-1.31E-02	8.65E-02	6.41E-03	
group_604	2.05E-01	5.71E-03	9.33E-01	1.01E-02	1.21E-01	3.54E-03	
group_601	2.05E-01	5.71E-03	9.61E-01	6.21E-03	1.27E-01	2.07E-03	
group_594	2.05E-01	5.71E-03	9.79E-01	2.31E-03	8.84E-02	1.11E-03	
group_593	2.05E-01	1.84E-02	9.48E-01	9.13E-03	1.40E-01	2.77E-03	
cbiD	2.05E-01	1.84E-02	9.24E-01	1.35E-02	1.41E-01	4.06E-03	
rnj1	2.05E-01	5.71E-03	9.49E-01	6.89E-03	1.08E-01	2.70E-03	
sgbE~~~araD	2.05E-01	1.84E-02	1.45E-03	4.36E-01	1.36E-01	1.34E-01	
group_580	2.05E-01	5.71E-03	9.79E-01	2.31E-03	8.84E-02	1.11E-03	
rbsA_1~~~rbsA_4~~~rbsA_2	2.05E-01	5.71E-03	8.49E-01	-1.73E-02	9.05E-02	8.07E-03	
group_571	2.05E-01	1.84E-02	2.70E-03	3.93E-01	1.31E-01	1.26E-01	
aspC_2	2.05E-01	5.71E-03	8.11E-01	-6.36E-02	2.66E-01	1.01E-02	
fchA_1~~~fchA	2.05E-01	5.71E-03	9.85E-01	1.86E-03	1.01E-01	7.81E-04	
patA_2	2.05E-01	5.71E-03	9.09E-01	1.93E-02	1.69E-01	4.82E-03	
group_544	2.05E-01	5.71E-03	8.85E-01	-1.31E-02	9.08E-02	6.12E-03	
cmk_2	2.05E-01	5.71E-03	8.00E-01	-2.29E-02	9.05E-02	1.07E-02	
group_529	2.05E-01	5.71E-03	9.99E-01	3.92E-06	5.38E-03	3.08E-05	
cbiET	2.05E-01	1.84E-02	9.24E-01	1.35E-02	1.41E-01	4.06E-03	
group_519	2.05E-01	1.84E-02	9.43E-01	-4.45E-04	6.20E-03	3.04E-03	
group_516	2.05E-01	5.71E-03	9.09E-01	-9.21E-03	8.01E-02	4.86E-03	
group_496	2.05E-01	5.71E-03	9.69E-01	-2.46E-03	6.28E-02	1.65E-03	
aldH1	2.05E-01	5.71E-03	9.99E-01	1.08E-04	1.05E-01	4.36E-05	
group_483	2.05E-01	5.71E-03	9.36E-01	9.60E-03	1.19E-01	3.41E-03	
group_480	2.05E-01	1.84E-02	9.59E-01	3.05E-03	5.93E-02	2.18E-03	
group_477	2.05E-01	5.71E-03	9.97E-01	2.19E-05	6.20E-03	1.49E-04	
group_476	2.05E-01	5.71E-03	9.97E-01	2.19E-05	6.20E-03	1.49E-04	
group_470	2.05E-01	5.71E-03	9.69E-01	-2.46E-03	6.28E-02	1.65E-03	
group_431	2.05E-01	1.84E-02	9.44E-01	6.22E-03	8.91E-02	2.95E-03	
ftsL	2.05E-01	5.71E-03	9.18E-01	2.16E-02	2.11E-01	4.34E-03	
tagU_1	2.05E-01	5.71E-03	9.42E-01	-4.51E-04	6.20E-03	3.08E-03	
group_398	2.05E-01	1.84E-02	9.63E-01	-4.09E-03	8.82E-02	1.96E-03	
rpsF	2.05E-01	5.71E-03	5.57E-01	-6.27E-02	1.07E-01	2.49E-02	
hom	2.05E-01	1.84E-02	3.98E-05	7.13E-01	1.72E-01	1.73E-01	
group_386	2.05E-01	5.71E-03	9.09E-01	1.93E-02	1.69E-01	4.82E-03	
btuD_7~~~yclP	2.05E-01	5.71E-03	9.14E-01	-1.48E-02	1.36E-01	4.59E-03	
gpsB	2.05E-01	5.71E-03	9.49E-01	-3.94E-04	6.20E-03	2.69E-03	
gltA	2.05E-01	1.84E-02	9.54E-01	-5.96E-03	1.04E-01	2.43E-03	
ybaK	2.05E-01	5.71E-03	6.38E-01	-3.39E-02	7.21E-02	1.99E-02	
ctpE~~~kdpB	2.05E-01	5.71E-03	9.45E-01	-1.15E-02	1.68E-01	2.90E-03	
radA	2.05E-01	1.84E-02	9.63E-01	-4.09E-03	8.82E-02	1.96E-03	
fpgS	2.05E-01	5.71E-03	9.98E-01	1.11E-05	5.37E-03	8.74E-05	
ruvC	2.05E-01	5.71E-03	9.57E-01	6.91E-03	1.29E-01	2.26E-03	
group_343	2.05E-01	5.71E-03	9.42E-01	-4.54E-04	6.20E-03	3.09E-03	
greA_2	2.05E-01	5.71E-03	9.80E-01	1.53E-03	5.97E-02	1.08E-03	
pflD_1	2.05E-01	1.84E-02	1.45E-03	4.36E-01	1.36E-01	1.34E-01	
araB_2~~~lsrK	2.05E-01	1.84E-02	1.45E-03	4.36E-01	1.36E-01	1.34E-01	
group_287	2.05E-01	1.84E-02	9.44E-01	6.22E-03	8.91E-02	2.95E-03	
soj	2.05E-01	5.71E-03	9.98E-01	1.08E-05	5.38E-03	8.52E-05	
metI	2.05E-01	5.71E-03	8.80E-01	-1.31E-02	8.65E-02	6.41E-03	
abgB_2	2.05E-01	5.11E-02	5.53E-01	7.85E-02	1.32E-01	2.51E-02	
rdgB	2.05E-01	5.71E-03	9.96E-01	7.08E-04	1.51E-01	1.98E-04	
group_271	2.05E-01	5.71E-03	9.33E-01	1.01E-02	1.21E-01	3.54E-03	
rihA_1~~~rihA_2	2.05E-01	5.71E-03	9.41E-01	-4.57E-04	6.21E-03	3.11E-03	
group_262	2.05E-01	5.71E-03	9.79E-01	2.31E-03	8.84E-02	1.11E-03	
group_251	2.05E-01	5.71E-03	9.33E-01	1.01E-02	1.21E-01	3.54E-03	
xerD	2.05E-01	1.84E-02	9.43E-01	-4.45E-04	6.20E-03	3.04E-03	
araR	2.05E-01	5.71E-03	9.49E-01	6.17E-03	9.71E-02	2.69E-03	
group_242	2.05E-01	1.84E-02	9.44E-01	7.21E-03	1.02E-01	2.98E-03	
cbiF	2.05E-01	1.84E-02	9.24E-01	1.35E-02	1.41E-01	4.06E-03	
minD	2.05E-01	5.71E-03	9.18E-01	1.66E-02	1.62E-01	4.34E-03	
dppB	2.05E-01	5.71E-03	5.62E-01	-6.48E-02	1.12E-01	2.46E-02	
glgC	2.05E-01	5.71E-03	9.74E-01	2.67E-03	8.05E-02	1.40E-03	
prsW_1	2.05E-01	5.71E-03	9.99E-01	-3.57E-06	5.38E-03	2.80E-05	
mshA	2.05E-01	1.84E-02	9.44E-01	6.22E-03	8.91E-02	2.95E-03	
group_213	2.05E-01	5.71E-03	9.79E-01	2.31E-03	8.84E-02	1.11E-03	
CARKD	2.05E-01	1.84E-02	9.44E-01	6.22E-03	8.91E-02	2.95E-03	
group_200	2.05E-01	5.71E-03	9.18E-01	2.16E-02	2.11E-01	4.34E-03	
sdhA	2.05E-01	5.71E-03	2.41E-01	-1.25E-01	1.07E-01	4.96E-02	
group_195	2.05E-01	5.71E-03	9.98E-01	1.22E-04	6.27E-02	8.26E-05	
ftsQ	2.05E-01	5.71E-03	9.08E-01	-9.35E-03	8.06E-02	4.91E-03	
dacF_1	2.05E-01	5.71E-03	9.03E-01	2.11E-02	1.73E-01	5.14E-03	
group_171	2.05E-01	5.71E-03	9.97E-01	4.11E-04	9.47E-02	1.83E-04	
psuK	2.05E-01	5.71E-03	9.71E-01	3.37E-03	9.14E-02	1.56E-03	
rhaR_3~~~cheB_2~~~rhaR_1	2.05E-01	5.71E-03	9.84E-01	2.19E-03	1.09E-01	8.45E-04	
group_161	2.05E-01	5.71E-03	9.54E-01	6.66E-03	1.15E-01	2.44E-03	
group_153	2.05E-01	5.71E-03	9.07E-01	-7.28E-04	6.20E-03	4.97E-03	
ecsA	2.05E-01	1.84E-02	8.89E-01	2.54E-02	1.81E-01	5.93E-03	
group_139	2.05E-01	5.71E-03	9.63E-01	-5.73E-03	1.22E-01	1.98E-03	
xynA1	2.05E-01	5.71E-03	9.49E-01	6.53E-03	1.02E-01	2.70E-03	
lacG	2.05E-01	5.11E-02	5.53E-01	7.85E-02	1.32E-01	2.51E-02	
pth	2.05E-01	5.71E-03	9.69E-01	-5.03E-03	1.29E-01	1.65E-03	
group_4014	2.03E-01	5.08E-03	8.64E-01	-1.33E-02	7.78E-02	7.24E-03	
rpmH	2.03E-01	4.70E-02	9.67E-01	4.95E-03	1.19E-01	1.76E-03	
group_3955	2.03E-01	5.08E-03	9.94E-01	-4.88E-05	6.20E-03	3.33E-04	
group_3901	2.03E-01	5.08E-03	9.93E-01	7.50E-04	8.46E-02	3.75E-04	
group_3882	2.03E-01	5.08E-03	9.98E-01	-1.11E-05	5.37E-03	8.71E-05	
group_3808	2.03E-01	5.08E-03	9.76E-01	2.47E-03	8.29E-02	1.26E-03	
group_3732	2.03E-01	5.08E-03	9.41E-01	-6.67E-03	9.07E-02	3.11E-03	
group_3718	2.03E-01	5.08E-03	9.98E-01	-1.11E-05	5.37E-03	8.71E-05	
group_3640	2.03E-01	1.67E-02	1.85E-02	1.88E-01	7.96E-02	9.94E-02	
group_3512	2.03E-01	5.08E-03	9.96E-01	4.17E-04	8.65E-02	2.04E-04	
group_3495	2.03E-01	5.08E-03	9.21E-01	-7.94E-03	8.03E-02	4.18E-03	
group_3470	2.03E-01	5.08E-03	9.76E-01	2.47E-03	8.29E-02	1.26E-03	
group_3392	2.03E-01	5.08E-03	9.76E-01	2.47E-03	8.29E-02	1.26E-03	
group_3296	2.03E-01	5.08E-03	9.90E-01	-6.52E-05	5.37E-03	5.13E-04	
rsfS	2.03E-01	1.67E-02	6.16E-01	6.87E-02	1.37E-01	2.12E-02	
group_3286	2.03E-01	1.67E-02	9.70E-01	3.14E-03	8.23E-02	1.61E-03	
group_3238	2.03E-01	5.08E-03	9.81E-01	-2.73E-03	1.14E-01	1.01E-03	
perR	2.03E-01	5.08E-03	1.00E+00	-1.74E-07	5.37E-03	1.37E-06	
group_3203	2.03E-01	5.08E-03	9.98E-01	-1.11E-05	5.37E-03	8.71E-05	
ytfJ	2.03E-01	5.08E-03	8.58E-01	-1.74E-02	9.69E-02	7.57E-03	
yrrK	2.03E-01	1.67E-02	9.65E-01	3.43E-03	7.93E-02	1.83E-03	
spoIIAB	2.03E-01	1.67E-02	5.90E-02	1.69E-01	8.91E-02	7.98E-02	
aroQ	2.03E-01	5.08E-03	9.82E-01	-2.69E-03	1.20E-01	9.51E-04	
nrdR	2.03E-01	5.08E-03	9.79E-01	-1.45E-04	5.37E-03	1.14E-03	
group_3101	2.03E-01	5.08E-03	9.33E-01	1.11E-02	1.32E-01	3.54E-03	
pncC	2.03E-01	1.67E-02	9.16E-01	-9.51E-03	9.04E-02	4.45E-03	
group_2949	2.03E-01	5.08E-03	9.46E-01	7.87E-03	1.16E-01	2.87E-03	
group_2905	2.03E-01	5.08E-03	1.00E+00	3.01E-06	6.20E-03	2.06E-05	
cbiC	2.03E-01	1.67E-02	9.37E-01	1.06E-02	1.34E-01	3.35E-03	
group_2734	2.03E-01	1.67E-02	8.86E-01	8.91E-04	6.19E-03	6.09E-03	
trmO	2.03E-01	5.08E-03	9.85E-01	1.07E-03	5.54E-02	8.15E-04	
srrA_2	2.03E-01	5.08E-03	8.85E-01	-1.30E-02	8.98E-02	6.12E-03	
sigF	2.03E-01	1.67E-02	5.90E-02	1.69E-01	8.91E-02	7.98E-02	
group_2673	2.03E-01	5.08E-03	6.06E-01	-4.56E-02	8.84E-02	2.18E-02	
natA	2.03E-01	5.08E-03	9.97E-01	2.01E-05	6.20E-03	1.38E-04	
ydjF	2.03E-01	5.08E-03	9.15E-01	-6.26E-03	5.87E-02	4.51E-03	
group_2546	2.03E-01	4.70E-02	9.97E-01	1.97E-05	5.37E-03	1.55E-04	
group_2530	2.03E-01	5.08E-03	9.38E-01	-7.01E-03	9.04E-02	3.28E-03	
group_2272	2.03E-01	1.67E-02	6.54E-01	-3.49E-02	7.79E-02	1.89E-02	
group_2271	2.03E-01	5.08E-03	7.63E-01	-1.53E-02	5.09E-02	1.27E-02	
mgsA	2.03E-01	5.08E-03	9.33E-01	1.30E-02	1.55E-01	3.54E-03	
group_2251	2.03E-01	5.08E-03	9.71E-01	3.12E-03	8.46E-02	1.56E-03	
yhgF~~~yhgF_1~~~yhgF_2	2.03E-01	1.67E-02	9.59E-01	-4.31E-03	8.40E-02	2.17E-03	
group_1903	2.03E-01	5.08E-03	1.00E+00	1.46E-07	5.36E-03	1.15E-06	
araA_1~~~araA_2	2.03E-01	5.08E-03	8.91E-01	-1.34E-02	9.71E-02	5.82E-03	
cobB_2~~~cbiA	2.03E-01	1.67E-02	9.37E-01	1.06E-02	1.34E-01	3.35E-03	
group_1732	2.03E-01	4.70E-02	9.22E-01	8.46E-03	8.68E-02	4.12E-03	
ntpA~~~ntpA_1	2.03E-01	1.67E-02	9.14E-02	1.27E-01	7.52E-02	7.13E-02	
dnaK_2~~~dnaK_1	2.03E-01	5.08E-03	9.37E-01	-4.90E-04	6.17E-03	3.36E-03	
mprA~~~arlR	2.03E-01	5.08E-03	9.97E-01	-2.37E-05	6.20E-03	1.62E-04	
lpdG~~~lpd	2.03E-01	5.08E-03	9.07E-01	-7.28E-04	6.20E-03	4.97E-03	
trkA	2.03E-01	5.08E-03	9.29E-01	1.25E-02	1.41E-01	3.75E-03	
rluC~~~rluC_1	2.03E-01	5.08E-03	8.79E-01	-1.09E-02	7.17E-02	6.46E-03	
tuaH	2.03E-01	1.67E-02	9.55E-01	4.31E-03	7.60E-02	2.40E-03	
rnhA	2.03E-01	5.08E-03	8.87E-01	-2.34E-02	1.64E-01	6.03E-03	
adeQ~~~pbuG	2.03E-01	5.08E-03	9.57E-01	-4.37E-03	8.14E-02	2.27E-03	
gltX	2.03E-01	1.67E-02	1.00E+00	-1.00E-05	8.22E-02	5.16E-06	
baiN_1~~~baiN_2	2.03E-01	5.08E-03	9.30E-01	1.77E-02	2.00E-01	3.74E-03	
recF	2.03E-01	5.08E-03	9.96E-01	4.17E-04	8.65E-02	2.04E-04	
group_1380	2.03E-01	5.08E-03	9.72E-01	-1.90E-03	5.41E-02	1.49E-03	
rbsK	2.03E-01	4.70E-02	6.41E-01	5.22E-02	1.12E-01	1.97E-02	
group_1305	2.03E-01	5.08E-03	9.98E-01	-1.11E-05	5.37E-03	8.71E-05	
group_1273	2.03E-01	1.67E-02	9.38E-01	-6.28E-03	8.03E-02	3.31E-03	
group_1270	2.03E-01	5.08E-03	9.67E-01	3.78E-03	9.04E-02	1.77E-03	
group_1258	2.03E-01	5.08E-03	9.97E-01	2.01E-05	6.20E-03	1.38E-04	
hpr_1	2.03E-01	5.08E-03	9.72E-01	2.69E-03	7.68E-02	1.48E-03	
group_1193	2.03E-01	1.67E-02	8.86E-01	8.93E-04	6.20E-03	6.09E-03	
group_1158	2.03E-01	1.67E-02	5.90E-02	1.69E-01	8.91E-02	7.98E-02	
glyA_1~~~glyA	2.03E-01	5.08E-03	9.98E-01	1.82E-05	6.20E-03	1.24E-04	
pcrA_3~~~pcrA_1~~~pcrA_2~~~pcrA	2.03E-01	1.67E-02	5.90E-02	1.69E-01	8.91E-02	7.98E-02	
fadD~~~acsA~~~lcfB_2~~~lcfB_1	2.03E-01	5.08E-03	9.68E-01	3.63E-03	9.17E-02	1.67E-03	
rluD_2	2.03E-01	1.67E-02	9.44E-01	-4.39E-04	6.20E-03	2.99E-03	
group_1029	2.03E-01	4.70E-02	9.22E-01	8.46E-03	8.68E-02	4.12E-03	
group_990	2.03E-01	1.67E-02	9.68E-01	3.19E-03	7.99E-02	1.69E-03	
troA	2.03E-01	1.67E-02	9.20E-01	-7.38E-03	7.37E-02	4.23E-03	
dnaJ_2	2.03E-01	5.08E-03	9.55E-01	4.73E-03	8.45E-02	2.37E-03	
group_931	2.03E-01	1.14E-01	6.43E-03	2.72E-01	9.96E-02	1.15E-01	
rhaB	2.03E-01	1.67E-02	9.98E-01	2.56E-04	8.55E-02	1.26E-04	
group_909	2.03E-01	5.08E-03	9.47E-01	-8.11E-03	1.23E-01	2.79E-03	
group_888	2.03E-01	5.08E-03	9.28E-01	-1.20E-02	1.32E-01	3.85E-03	
group_869	2.03E-01	1.67E-02	9.47E-01	5.77E-03	8.62E-02	2.83E-03	
ytfQ_2~~~ytfQ	2.03E-01	5.08E-03	9.42E-01	8.01E-03	1.10E-01	3.09E-03	
group_839	2.03E-01	5.08E-03	1.00E+00	-9.48E-07	5.37E-03	7.47E-06	
group_831	2.03E-01	5.08E-03	5.86E-01	-4.28E-02	7.86E-02	2.30E-02	
sufS	2.03E-01	5.08E-03	9.96E-01	-3.17E-04	6.68E-02	2.01E-04	
dnaJ_3~~~dnaJ_1	2.03E-01	5.08E-03	9.82E-01	-1.26E-03	5.66E-02	9.41E-04	
mrdB_1~~~mrdB	2.03E-01	5.08E-03	9.99E-01	9.79E-06	6.20E-03	6.68E-05	
group_774	2.03E-01	1.67E-02	9.38E-01	9.53E-03	1.22E-01	3.31E-03	
gyrA_1~~~gyrA_2	2.03E-01	5.08E-03	8.87E-01	-2.34E-02	1.64E-01	6.03E-03	
agaA_2	2.03E-01	5.08E-03	9.67E-01	2.76E-03	6.65E-02	1.76E-03	
potD	2.03E-01	5.08E-03	9.66E-01	4.05E-03	9.50E-02	1.80E-03	
yabP	2.03E-01	5.08E-03	9.30E-01	1.77E-02	2.00E-01	3.74E-03	
group_632	2.03E-01	4.70E-02	9.45E-01	4.26E-04	6.20E-03	2.91E-03	
mdtK_5	2.03E-01	5.08E-03	9.64E-01	-4.86E-03	1.08E-01	1.91E-03	
group_618	2.03E-01	5.08E-03	9.28E-01	-1.20E-02	1.32E-01	3.85E-03	
artP_1~~~artP_2	2.03E-01	5.08E-03	9.99E-01	-8.33E-06	6.20E-03	5.68E-05	
group_591	2.03E-01	5.08E-03	9.74E-01	3.15E-03	9.54E-02	1.40E-03	
dnaN	2.03E-01	5.08E-03	9.96E-01	4.17E-04	8.65E-02	2.04E-04	
group_572	2.03E-01	5.08E-03	7.95E-01	-1.59E-02	6.14E-02	1.10E-02	
group_567	2.03E-01	1.67E-02	9.36E-01	-4.98E-04	6.19E-03	3.40E-03	
mepA_4~~~mepA_2	2.03E-01	5.08E-03	9.70E-01	-2.53E-03	6.80E-02	1.58E-03	
argS	2.03E-01	5.08E-03	8.92E-01	-1.21E-02	8.90E-02	5.73E-03	
dnaK_2	2.03E-01	5.08E-03	9.55E-01	4.73E-03	8.45E-02	2.37E-03	
group_527	2.03E-01	5.08E-03	9.21E-01	-1.05E-02	1.06E-01	4.20E-03	
graS	2.03E-01	5.08E-03	9.73E-01	3.02E-03	8.92E-02	1.43E-03	
mrdA_2	2.03E-01	5.08E-03	9.99E-01	9.79E-06	6.20E-03	6.68E-05	
rfuC	2.03E-01	1.67E-02	1.20E-01	1.20E-01	7.69E-02	6.58E-02	
group_488	2.03E-01	5.08E-03	9.83E-01	1.26E-03	5.97E-02	8.92E-04	
mtlD	2.03E-01	5.08E-03	9.66E-01	-2.66E-04	6.20E-03	1.81E-03	
putP_2~~~putP_3	2.03E-01	5.08E-03	9.98E-01	2.66E-04	9.47E-02	1.19E-04	
group_450	2.03E-01	5.08E-03	9.96E-01	2.90E-04	5.65E-02	2.18E-04	
addA~~~addA_1	2.03E-01	5.08E-03	8.77E-01	-1.59E-02	1.03E-01	6.56E-03	
group_429	2.03E-01	1.67E-02	9.28E-01	9.35E-03	1.03E-01	3.83E-03	
melB~~~lacS	2.03E-01	5.08E-03	9.67E-01	2.76E-03	6.65E-02	1.76E-03	
mnmA	2.03E-01	5.08E-03	9.63E-01	-5.69E-03	1.23E-01	1.96E-03	
group_412	2.03E-01	1.67E-02	5.90E-02	1.69E-01	8.91E-02	7.98E-02	
spoIIAA	2.03E-01	1.67E-02	5.90E-02	1.69E-01	8.91E-02	7.98E-02	
group_370	2.03E-01	5.08E-03	1.00E+00	3.01E-06	6.20E-03	2.06E-05	
pepD~~~norV~~~pepD_1	2.03E-01	5.08E-03	9.55E-01	4.73E-03	8.45E-02	2.37E-03	
dacB	2.03E-01	5.08E-03	8.58E-01	-1.74E-02	9.69E-02	7.57E-03	
group_335	2.03E-01	5.08E-03	6.09E-01	-4.66E-02	9.11E-02	2.16E-02	
ligA	2.03E-01	1.67E-02	5.90E-02	1.69E-01	8.91E-02	7.98E-02	
yfcA	2.03E-01	5.08E-03	6.06E-01	-4.56E-02	8.84E-02	2.18E-02	
xylB_2	2.03E-01	1.67E-02	2.50E-03	3.08E-01	1.02E-01	1.27E-01	
hprS~~~sasA_10~~~walK_1~~~sasA_5	2.03E-01	5.08E-03	8.85E-01	-1.30E-02	8.98E-02	6.12E-03	
btr	2.03E-01	5.08E-03	9.28E-01	-1.20E-02	1.32E-01	3.85E-03	
yidA	2.03E-01	5.08E-03	6.06E-01	-4.56E-02	8.84E-02	2.18E-02	
aptA~~~aptA_1	2.03E-01	5.08E-03	3.24E-01	-7.66E-02	7.76E-02	4.17E-02	
argH	2.03E-01	5.08E-03	9.94E-01	6.46E-04	9.01E-02	3.03E-04	
mglA_6~~~mglA_3~~~mglA_2~~~mglA_4	2.03E-01	1.67E-02	1.42E-02	2.64E-01	1.08E-01	1.03E-01	
group_230	2.03E-01	5.08E-03	9.92E-01	-5.86E-05	6.20E-03	4.00E-04	
ygcP	2.03E-01	5.08E-03	1.00E+00	-9.48E-07	5.37E-03	7.47E-06	
group_223	2.03E-01	5.08E-03	9.96E-01	4.17E-04	8.65E-02	2.04E-04	
ydfK_2	2.03E-01	5.08E-03	9.03E-01	-1.32E-02	1.08E-01	5.15E-03	
dapE_4~~~dapE_2~~~dapE_5	2.03E-01	5.08E-03	4.97E-01	-7.04E-02	1.04E-01	2.88E-02	
ndhI	2.03E-01	5.08E-03	9.36E-01	-5.01E-04	6.19E-03	3.42E-03	
trpB~~~trpB_2~~~trpB_1	2.03E-01	5.08E-03	9.81E-01	-1.47E-04	6.20E-03	1.01E-03	
livH_1	2.03E-01	1.67E-02	9.36E-01	-4.98E-04	6.19E-03	3.40E-03	
pfp	2.03E-01	5.08E-03	9.52E-01	-3.34E-03	5.52E-02	2.56E-03	
sigA_2~~~sigA_1	2.03E-01	5.08E-03	9.98E-01	1.78E-05	6.20E-03	1.21E-04	
group_169	2.03E-01	5.08E-03	8.69E-01	-1.91E-02	1.16E-01	6.97E-03	
purA	2.03E-01	5.08E-03	9.97E-01	-2.36E-04	5.56E-02	1.80E-04	
xylA	2.03E-01	5.08E-03	9.98E-01	1.20E-05	5.36E-03	9.45E-05	
mro	2.03E-01	1.67E-02	2.09E-03	4.09E-01	1.32E-01	1.30E-01	
group_164	2.03E-01	1.67E-02	9.64E-01	3.19E-03	7.12E-02	1.89E-03	
ptsH	2.03E-01	1.14E-01	2.10E-02	1.85E-01	7.97E-02	9.75E-02	
ydhY~~~rsxB_1~~~rsxB_3	2.03E-01	5.08E-03	6.55E-01	-4.57E-02	1.02E-01	1.89E-02	
mscS	2.03E-01	5.08E-03	9.63E-01	-3.57E-03	7.61E-02	1.98E-03	
group_118	2.03E-01	4.70E-02	9.45E-01	-4.30E-04	6.20E-03	2.94E-03	
acsD	2.03E-01	5.08E-03	9.88E-01	1.34E-03	8.88E-02	6.36E-04	
group_111	2.03E-01	1.67E-02	5.90E-02	1.69E-01	8.91E-02	7.98E-02	
group_104	2.03E-01	5.08E-03	6.19E-01	-7.61E-02	1.53E-01	2.11E-02	
rpmGA	2.01E-01	1.50E-02	9.94E-01	5.12E-04	7.22E-02	3.00E-04	
group_3956	2.01E-01	4.51E-03	6.07E-01	-4.00E-02	7.76E-02	2.18E-02	
group_3845	2.01E-01	4.51E-03	9.83E-01	1.31E-03	6.30E-02	8.79E-04	
group_3763	2.01E-01	4.51E-03	9.34E-01	-6.39E-03	7.73E-02	3.50E-03	
group_3719	2.01E-01	4.51E-03	7.94E-01	-2.05E-02	7.83E-02	1.11E-02	
group_3668	2.01E-01	4.51E-03	9.03E-01	-7.00E-03	5.75E-02	5.15E-03	
group_3457	2.01E-01	4.51E-03	9.83E-01	1.31E-03	6.30E-02	8.79E-04	
group_3421	2.01E-01	1.50E-02	1.10E-01	1.18E-01	7.35E-02	6.76E-02	
group_3334	2.01E-01	1.50E-02	9.37E-01	-4.17E-03	5.26E-02	3.35E-03	
group_3166	2.01E-01	1.50E-02	9.13E-01	5.91E-04	5.38E-03	4.64E-03	
trmL	2.01E-01	4.51E-03	9.52E-01	-3.21E-04	5.36E-03	2.54E-03	
yfcE	2.01E-01	4.51E-03	9.95E-01	-3.69E-05	5.37E-03	2.91E-04	
group_2912	2.01E-01	4.51E-03	9.43E-01	-7.72E-03	1.07E-01	3.05E-03	
lexA	2.01E-01	4.51E-03	1.00E+00	2.97E-06	6.19E-03	2.03E-05	
ung	2.01E-01	4.51E-03	9.52E-01	-3.21E-04	5.36E-03	2.54E-03	
group_2705	2.01E-01	1.50E-02	7.59E-01	-2.22E-02	7.24E-02	1.30E-02	
trmB	2.01E-01	4.51E-03	9.98E-01	1.74E-05	6.19E-03	1.19E-04	
group_2672	2.01E-01	4.51E-03	9.26E-01	-5.59E-03	5.99E-02	3.95E-03	
group_2671	2.01E-01	4.32E-02	9.54E-01	-3.59E-04	6.19E-03	2.45E-03	
group_2656	2.01E-01	1.50E-02	4.56E-02	1.87E-01	9.34E-02	8.44E-02	
rsmE	2.01E-01	1.50E-02	3.70E-02	1.90E-01	9.09E-02	8.81E-02	
group_2443	2.01E-01	1.50E-02	1.10E-01	1.18E-01	7.35E-02	6.76E-02	
uvrA_2~~~uvrA_1~~~uvrA	2.01E-01	4.51E-03	9.98E-01	-1.22E-05	5.37E-03	9.63E-05	
spoIVA_1~~~spoIVA_2~~~spoIVA	2.01E-01	1.50E-02	6.27E-01	-3.13E-02	6.45E-02	2.05E-02	
