variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
ugtP~~~ugtP_2	2.39E-01	8.64E-01	9.90E-01	7.84E-05	6.19E-03	5.36E-04	
degA~~~purR~~~lacI~~~degA_1~~~purR_2~~~purR_4~~~degA_2	2.39E-01	3.61E-02	8.81E-01	7.92E-04	5.29E-03	6.33E-03	
mutL~~~mutL_1~~~mutL_2	2.39E-01	5.78E-01	9.58E-01	1.51E-02	2.83E-01	2.25E-03	
group_10432	2.39E-01	1.71E-01	8.08E-01	-1.45E-03	5.97E-03	1.03E-02	
group_10414	2.39E-01	8.71E-02	9.74E-01	-1.78E-04	5.35E-03	1.40E-03	
group_10038	2.39E-01	1.15E-03	4.03E-01	-2.67E-02	3.19E-02	3.54E-02	
group_9066	2.39E-01	3.65E-03	9.74E-01	1.07E-04	3.36E-03	1.35E-03	
group_7821	2.39E-01	3.47E-01	9.99E-01	-6.08E-06	4.06E-03	6.34E-05	
group_3365	2.39E-01	5.78E-01	8.35E-01	1.41E-02	6.75E-02	8.82E-03	
sglT~~~putP_2	2.39E-01	3.65E-03	9.30E-01	-4.38E-04	4.96E-03	3.74E-03	
sasA_5~~~sasA_1~~~sasA_10	2.37E-01	5.58E-01	1.00E+00	2.33E-06	3.80E-03	2.59E-05	
group_10078	2.35E-01	3.17E-01	1.95E-01	-4.28E-02	3.30E-02	5.48E-02	
group_6692	2.37E-01	3.89E-03	9.88E-01	-4.32E-05	2.80E-03	6.53E-04	
group_6565	2.37E-01	3.32E-01	6.89E-01	-2.21E-02	5.50E-02	1.70E-02	
group_12702	2.35E-01	1.87E-01	8.96E-01	-2.47E-04	1.89E-03	5.52E-03	
ssb_2~~~ssbA	2.35E-01	3.51E-01	8.83E-01	-2.50E-04	1.70E-03	6.24E-03	
group_12382	2.35E-01	1.14E-03	3.50E-01	3.12E-03	3.34E-03	3.96E-02	bad-chisq
group_12344	2.35E-01	1.31E-02	9.43E-01	-1.18E-04	1.64E-03	3.05E-03	
group_12343	2.35E-01	4.15E-03	5.95E-01	1.12E-03	2.11E-03	2.25E-02	
group_12342	2.34E-01	1.95E-01	8.71E-01	-2.84E-04	1.75E-03	6.85E-03	
group_10267	2.35E-01	5.39E-01	9.88E-01	-7.13E-04	4.60E-02	6.55E-04	
uxaC_2~~~uxaC_1~~~uxaC	2.35E-01	1.31E-02	9.76E-01	1.22E-04	3.98E-03	1.29E-03	
group_10036	2.35E-01	8.20E-01	9.96E-01	2.91E-05	6.19E-03	1.99E-04	
aptB_1~~~aptB~~~aptB_5~~~aptB_4~~~aptB_3~~~aptB_2	2.35E-01	1.87E-01	9.55E-01	-2.26E-04	4.01E-03	2.38E-03	
group_9749	2.35E-01	3.07E-02	1.88E-01	4.16E-02	3.15E-02	5.57E-02	
group_9639	2.35E-01	5.39E-01	9.86E-01	1.53E-03	8.52E-02	7.57E-04	
greA_2~~~greA_1	2.35E-01	1.65E-01	3.64E-01	-3.66E-03	4.03E-03	3.84E-02	
dapF~~~dapF_2	2.35E-01	7.59E-02	9.99E-01	3.31E-06	3.10E-03	4.51E-05	
alr1_2	2.35E-01	4.15E-03	9.29E-01	-4.40E-04	4.96E-03	3.75E-03	
group_15091	2.34E-01	2.82E-02	9.98E-01	-1.91E-05	6.16E-03	1.31E-04	
glmS_1~~~glmS_3	2.34E-01	2.82E-02	9.98E-01	-1.91E-05	6.16E-03	1.31E-04	
group_12652	2.34E-01	1.95E-01	6.79E-01	-6.18E-04	1.49E-03	1.75E-02	
group_12020	2.32E-01	4.05E-02	9.61E-01	-7.90E-05	1.63E-03	2.06E-03	
group_11768	2.32E-01	2.59E-02	8.97E-01	1.61E-02	1.24E-01	5.50E-03	
group_11729	2.32E-01	2.59E-02	8.97E-01	1.61E-02	1.24E-01	5.50E-03	
dltD	2.32E-01	2.59E-02	8.97E-01	1.61E-02	1.24E-01	5.50E-03	
dltA	2.32E-01	2.59E-02	8.97E-01	1.61E-02	1.24E-01	5.50E-03	
rluD_2~~~rluA_2	2.34E-01	3.02E-01	1.00E+00	-1.94E-06	4.05E-03	2.02E-05	
mnmE_1~~~mnmE	2.34E-01	5.20E-01	1.00E+00	-2.55E-06	4.38E-03	2.47E-05	
gloB~~~gloB_1	2.32E-01	2.59E-02	9.85E-01	7.94E-05	4.35E-03	7.72E-04	
group_9427	2.34E-01	7.98E-01	9.11E-01	9.27E-03	8.34E-02	4.70E-03	
rluC	2.34E-01	3.02E-01	1.00E+00	-3.26E-06	6.15E-03	2.24E-05	
group_5537	2.34E-01	2.92E-04	7.98E-01	7.59E-04	2.97E-03	1.08E-02	bad-chisq
group_1932	2.34E-01	1.22E-03	9.89E-01	8.73E-05	6.07E-03	6.08E-04	bad-chisq
group_1579	2.34E-01	4.42E-03	9.85E-01	-6.24E-05	3.27E-03	8.07E-04	
group_12703	2.32E-01	1.48E-02	9.89E-01	-2.29E-05	1.69E-03	5.75E-04	
group_12051	2.30E-01	2.12E-01	5.66E-01	-1.28E-03	2.23E-03	2.43E-02	
dltC~~~dltC_2	2.30E-01	2.37E-02	9.21E-01	9.31E-03	9.44E-02	4.17E-03	
lysC	2.32E-01	3.01E-05	9.98E-01	-1.61E-05	6.20E-03	1.10E-04	
group_11257	2.32E-01	3.01E-05	5.17E-01	-2.30E-02	3.55E-02	2.74E-02	
group_9514	2.32E-01	5.01E-01	6.03E-01	-3.70E-02	7.12E-02	2.20E-02	
group_8683	2.30E-01	5.01E-03	9.20E-01	1.56E-04	1.56E-03	4.23E-03	
group_4115	2.32E-01	3.13E-04	5.15E-01	2.00E-02	3.07E-02	2.75E-02	bad-chisq
whiA	2.32E-01	8.86E-03	9.93E-01	5.61E-05	6.17E-03	3.85E-04	
group_12688	2.30E-01	2.53E-05	9.94E-01	2.20E-05	2.85E-03	3.27E-04	
group_12388	2.30E-01	5.01E-03	8.92E-01	2.81E-04	2.08E-03	5.72E-03	
group_12361	2.28E-01	5.33E-03	6.36E-01	9.88E-04	2.09E-03	2.00E-02	
group_12218	2.30E-01	3.91E-01	7.10E-01	5.10E-04	1.37E-03	1.57E-02	
group_12198	2.28E-01	1.66E-02	7.82E-01	8.72E-04	3.16E-03	1.17E-02	
group_11860	2.30E-01	4.82E-01	9.94E-01	-4.42E-05	6.15E-03	3.04E-04	
group_11764	2.28E-01	2.17E-02	9.61E-01	3.08E-03	6.25E-02	2.08E-03	
oppD_1~~~btuD_5~~~oppD_2~~~btuD_4~~~cntD~~~btuD_8~~~btuD_1	2.28E-01	2.22E-01	3.90E-01	-3.91E-03	4.54E-03	3.63E-02	
group_10614	2.30E-01	5.99E-07	9.95E-01	-3.20E-05	5.37E-03	2.52E-04	
group_10312	2.30E-01	4.19E-06	9.97E-01	1.97E-05	6.20E-03	1.34E-04	
group_8373	2.30E-01	4.82E-01	1.00E+00	2.42E-06	4.39E-03	2.33E-05	
group_4226	2.30E-01	3.35E-04	5.22E-01	1.93E-02	3.01E-02	2.71E-02	bad-chisq
group_2747	2.30E-01	1.39E-03	9.75E-01	-9.68E-04	3.10E-02	1.32E-03	bad-chisq
dhaa	2.30E-01	5.01E-03	9.48E-01	-2.39E-04	3.65E-03	2.77E-03	
group_12608	2.28E-01	5.33E-03	4.35E-01	2.33E-03	2.98E-03	3.31E-02	
group_12063	2.28E-01	2.17E-02	2.23E-01	-6.48E-03	5.32E-03	5.15E-02	
group_11757	2.26E-01	1.22E-01	9.83E-01	1.02E-04	4.63E-03	9.27E-04	
group_11734	2.26E-01	2.48E-01	5.95E-02	1.80E-01	9.54E-02	7.96E-02	
group_11686	2.26E-01	1.22E-01	9.24E-01	8.27E-03	8.69E-02	4.03E-03	
group_11036	2.28E-01	4.64E-01	7.34E-01	9.17E-03	2.69E-02	1.44E-02	
group_10604	2.28E-01	4.64E-01	9.82E-01	-1.41E-04	6.14E-03	9.71E-04	
dck	2.28E-01	5.82E-08	9.97E-01	-1.98E-05	6.19E-03	1.36E-04	
group_8905	2.28E-01	1.66E-02	8.24E-01	-5.73E-04	2.58E-03	9.39E-03	
xerC_6~~~xerC_8~~~xerD_1~~~intQ~~~xerD_2	2.28E-01	4.50E-02	9.70E-01	8.62E-05	2.30E-03	1.58E-03	
group_5830	2.28E-01	1.49E-03	9.71E-01	1.46E-04	4.02E-03	1.54E-03	bad-chisq
group_12119	2.26E-01	1.76E-02	1.00E+00	-5.84E-07	1.51E-03	1.64E-05	
group_11983	2.26E-01	2.48E-01	9.04E-01	-2.54E-04	2.10E-03	5.12E-03	
group_10621	2.26E-01	4.46E-01	9.98E-01	-8.30E-06	4.38E-03	8.02E-05	
group_7533	2.26E-01	9.83E-01	9.52E-01	-1.56E-04	2.58E-03	2.56E-03	
infB_2~~~infB~~~infB_1	2.26E-01	2.48E-01	1.00E+00	1.53E-06	3.31E-03	1.96E-05	
budC_2	2.25E-01	1.70E-03	8.98E-01	6.80E-04	5.30E-03	5.43E-03	bad-chisq
obg	2.26E-01	1.98E-02	1.82E-01	8.13E-03	6.08E-03	5.65E-02	
php~~~php_2~~~opd~~~php_1	2.26E-01	1.59E-03	9.98E-01	-6.89E-06	2.36E-03	1.23E-04	bad-chisq
group_2066	2.26E-01	5.67E-03	9.85E-01	-6.25E-05	3.27E-03	8.08E-04	
arcB	2.26E-01	5.67E-03	9.72E-01	-1.42E-04	4.03E-03	1.49E-03	
group_12356	2.25E-01	1.17E-01	7.76E-01	-5.80E-04	2.04E-03	1.20E-02	
group_12199	2.23E-01	1.97E-02	7.82E-01	8.72E-04	3.16E-03	1.17E-02	
gerAA~~~gerXA	2.25E-01	2.36E-01	9.93E-01	-5.61E-05	6.14E-03	3.87E-04	
trmB	2.25E-01	9.95E-01	9.94E-01	4.74E-05	6.15E-03	3.26E-04	
group_9469	2.23E-01	1.97E-02	9.75E-01	-1.04E-04	3.34E-03	1.31E-03	
hpt_2~~~hpt_1	2.25E-01	4.28E-01	9.96E-01	3.11E-04	6.75E-02	1.95E-04	
metG_1~~~metG_2	2.23E-01	5.28E-02	9.04E-01	3.67E-04	3.05E-03	5.08E-03	
gatY~~~fba_2~~~kbaY_1	2.25E-01	1.70E-03	9.68E-01	2.44E-04	6.05E-03	1.70E-03	bad-chisq
sigK_1~~~sigK~~~rpoD~~~sigK_2	2.25E-01	4.35E-01	8.39E-01	7.19E-04	3.54E-03	8.59E-03	
group_1454	2.25E-01	6.04E-03	9.71E-01	-1.49E-04	4.03E-03	1.56E-03	
group_12988	2.23E-01	6.42E-03	8.65E-01	-6.21E-04	3.64E-03	7.21E-03	
group_12627	2.23E-01	1.23E-01	7.62E-01	-6.19E-04	2.04E-03	1.28E-02	
group_12604	2.23E-01	1.97E-02	6.71E-01	8.37E-04	1.97E-03	1.80E-02	
immR~~~xre	2.23E-01	7.19E-01	7.10E-01	1.95E-03	5.26E-03	1.57E-02	
sigA_2~~~rpoS~~~sigA_1~~~sigA_3	2.23E-01	5.28E-02	9.02E-01	-2.28E-04	1.85E-03	5.21E-03	
hflC	2.23E-01	1.43E-03	9.26E-01	6.54E-02	7.00E-01	3.96E-03	
hflK	2.23E-01	1.43E-03	9.26E-01	6.54E-02	7.00E-01	3.96E-03	
group_9511	2.23E-01	1.23E-01	9.30E-01	4.72E-04	5.36E-03	3.73E-03	
group_8986	2.23E-01	1.23E-01	2.47E-01	6.04E-02	5.21E-02	4.90E-02	
group_8547	2.21E-01	2.61E-01	2.28E-01	-7.69E-02	6.37E-02	5.10E-02	
group_3950	2.23E-01	5.20E-03	9.61E-01	3.56E-03	7.29E-02	2.07E-03	
group_3362	2.23E-01	1.81E-03	9.79E-01	1.01E-04	3.88E-03	1.10E-03	bad-chisq
group_11982	2.21E-01	6.83E-03	9.86E-01	-3.63E-05	2.10E-03	7.32E-04	
group_11753	2.19E-01	7.60E-01	8.67E-01	2.08E-02	1.24E-01	7.10E-03	
group_10606	2.21E-01	2.16E-08	9.40E-01	-7.84E-03	1.04E-01	3.19E-03	
group_8323	2.21E-01	1.26E-03	7.66E-01	-1.57E-03	5.27E-03	1.26E-02	
group_6507	2.21E-01	1.93E-03	8.72E-01	6.99E-04	4.32E-03	6.84E-03	bad-chisq
iolM_1~~~iolM_2~~~iolM	2.21E-01	1.93E-03	8.72E-01	6.99E-04	4.32E-03	6.84E-03	bad-chisq
GFM1_1~~~tetO~~~GFM1	2.21E-01	4.65E-03	1.24E-01	7.66E-02	4.98E-02	6.50E-02	
sgrR~~~gsiB~~~nikA	2.21E-01	6.83E-03	9.71E-01	-1.49E-04	4.03E-03	1.56E-03	
eda_2	2.21E-01	6.83E-03	8.65E-01	-6.21E-04	3.64E-03	7.21E-03	
group_2634	2.21E-01	1.93E-03	9.63E-01	-1.31E-03	2.83E-02	1.96E-03	bad-chisq
group_12018	2.19E-01	3.77E-01	8.37E-01	4.28E-04	2.08E-03	8.72E-03	
cbh_1~~~cbh	2.17E-01	3.60E-01	1.00E+00	7.03E-07	4.07E-03	7.32E-06	
group_10301	2.19E-01	2.21E-02	8.89E-01	3.46E-04	2.49E-03	5.88E-03	
group_7893	2.19E-01	2.06E-03	9.95E-01	-1.54E-05	2.66E-03	2.46E-04	bad-chisq
hndD~~~hndD_1~~~hndD_2	2.17E-01	2.34E-02	9.89E-01	-3.78E-05	2.68E-03	5.97E-04	
group_12572	2.17E-01	1.41E-01	9.76E-01	5.08E-05	1.69E-03	1.27E-03	
group_12464	2.16E-01	2.48E-02	9.54E-01	-1.16E-04	1.99E-03	2.46E-03	
group_12273	2.16E-01	8.82E-01	8.54E-01	-7.87E-04	4.29E-03	7.76E-03	
group_11732	2.17E-01	4.18E-05	9.91E-01	-8.21E-04	7.61E-02	4.57E-04	
mshD_2	2.17E-01	3.69E-03	9.61E-01	-5.62E-03	1.15E-01	2.06E-03	
group_10846	2.17E-01	9.96E-07	8.91E-01	-1.38E-02	1.00E-01	5.81E-03	
lplJ~~~lplJ_1~~~lplJ_3	2.17E-01	9.61E-04	9.23E-01	-5.59E-03	5.76E-02	4.10E-03	
group_10459	2.17E-01	6.05E-01	8.61E-01	9.17E-03	5.22E-02	7.43E-03	
group_10401	2.17E-01	9.96E-07	9.98E-01	1.54E-05	6.21E-03	1.05E-04	
group_10353	2.17E-01	1.22E-02	9.23E-01	1.21E-02	1.25E-01	4.09E-03	
aspC~~~aspC_2~~~aspC_1	2.17E-01	1.22E-02	8.39E-01	-5.22E-02	2.57E-01	8.58E-03	
group_8591	2.17E-01	2.20E-03	9.12E-01	3.64E-04	3.29E-03	4.69E-03	bad-chisq
group_8548	2.16E-01	6.49E-02	7.61E-01	-2.01E-02	6.60E-02	1.29E-02	
group_8377	2.16E-01	1.48E-01	4.91E-01	-1.79E-03	2.60E-03	2.91E-02	
pglF	2.17E-01	2.20E-03	6.41E-01	-1.32E-02	2.83E-02	1.97E-02	bad-chisq
group_2662	2.17E-01	2.20E-03	8.73E-01	6.91E-04	4.32E-03	6.76E-03	bad-chisq
trxA_3	2.14E-01	8.24E-01	6.13E-01	1.07E-03	2.12E-03	2.14E-02	
group_11795	2.16E-01	1.10E-02	9.83E-01	1.33E-03	6.11E-02	9.22E-04	
group_11380	2.16E-01	1.85E-04	9.76E-01	-6.92E-03	2.32E-01	1.26E-03	
lnrL~~~ybhF~~~btuD_3	2.16E-01	5.72E-06	8.98E-01	-1.25E-02	9.79E-02	5.40E-03	
kynu	2.16E-01	2.34E-03	4.06E-01	2.94E-03	3.53E-03	3.52E-02	bad-chisq
artP~~~artP_1~~~artP_2	2.16E-01	3.27E-03	5.75E-01	4.08E-01	7.28E-01	2.37E-02	
yeeO_3~~~yeeO_2~~~mdtK_5~~~mdtK_2	2.16E-01	3.51E-05	9.69E-01	-3.49E-03	8.93E-02	1.65E-03	
artQ_1~~~artQ	2.16E-01	3.27E-03	5.75E-01	4.08E-01	7.28E-01	2.37E-02	
cadA_1~~~ziaA~~~cadA~~~cadA_2	2.16E-01	3.27E-03	1.92E-14	-6.90E-01	8.78E-02	3.16E-01	
mlc_2~~~nanK_1	2.16E-01	2.48E-02	9.83E-01	5.47E-05	2.56E-03	9.05E-04	
group_6896	2.16E-01	2.34E-03	9.56E-01	1.85E-04	3.38E-03	2.32E-03	bad-chisq
sigW_2	2.16E-01	6.49E-02	9.23E-01	-2.47E-04	2.55E-03	4.11E-03	
mepA_8~~~mepA_3	2.14E-01	2.50E-03	9.97E-01	-6.02E-06	1.86E-03	1.37E-04	bad-chisq
group_12383	2.12E-01	2.77E-02	8.62E-01	-3.44E-04	1.99E-03	7.33E-03	
group_11381	2.14E-01	7.29E-04	9.31E-01	1.49E-02	1.72E-01	3.68E-03	
COQ5_3~~~COQ5_4~~~COQ5_6~~~COQ5_1~~~COQ5_2	2.14E-01	9.93E-03	9.17E-01	-6.32E-04	6.06E-03	4.41E-03	
group_10371	2.14E-01	9.93E-03	7.92E-01	1.03E-02	3.90E-02	1.12E-02	
larC	2.14E-01	7.29E-04	8.97E-01	-1.46E-02	1.12E-01	5.49E-03	
yvdD~~~fas6	2.14E-01	5.63E-01	9.97E-01	2.09E-05	5.34E-03	1.65E-04	
lrpC~~~lrp	2.14E-01	2.50E-03	9.87E-01	-3.35E-05	2.08E-03	6.80E-04	bad-chisq
yfcJ~~~ybjJ	2.12E-01	9.25E-03	8.72E-01	5.18E-04	3.23E-03	6.79E-03	
btuC~~~hmuU_2	2.14E-01	2.94E-02	9.93E-01	5.44E-05	6.19E-03	3.72E-04	
cbiK~~~cbiKp	2.14E-01	9.93E-03	9.88E-01	-6.31E-05	4.05E-03	6.60E-04	
group_6283	2.14E-01	2.90E-03	9.67E-01	-4.18E-03	1.01E-01	1.75E-03	
group_5684	2.14E-01	2.90E-03	4.26E-02	-2.88E-01	1.42E-01	8.56E-02	
gsiC_1~~~gsiC_2~~~gsiC~~~dppB_2~~~gsiC_3	2.14E-01	8.71E-03	9.58E-01	-1.76E-04	3.38E-03	2.21E-03	
group_2587	2.12E-01	2.66E-03	9.25E-01	1.98E-04	2.10E-03	3.97E-03	bad-chisq
cytR_2~~~purR_1	2.14E-01	9.93E-03	9.37E-01	8.39E-03	1.06E-01	3.33E-03	
group_15150	2.12E-01	8.93E-03	7.74E-01	4.01E-02	1.39E-01	1.22E-02	
selD	2.12E-01	3.13E-01	7.74E-01	2.69E-01	9.37E-01	1.21E-02	
group_11383	2.10E-01	2.93E-02	5.38E-01	-1.57E-03	2.55E-03	2.60E-02	
group_11270	2.12E-01	3.13E-01	7.74E-01	2.69E-01	9.37E-01	1.21E-02	
group_11269	2.12E-01	3.13E-01	7.74E-01	2.69E-01	9.37E-01	1.21E-02	
btr_1~~~rhaS_1~~~rhaR_2	2.12E-01	9.25E-03	9.14E-01	3.04E-04	2.80E-03	4.59E-03	
group_10944	2.12E-01	2.56E-03	8.83E-01	-1.30E-02	8.82E-02	6.23E-03	
group_10758	2.10E-01	5.69E-01	9.36E-01	4.90E-04	6.14E-03	3.37E-03	
group_10716	2.12E-01	2.56E-03	8.46E-01	-1.19E-01	6.13E-01	8.23E-03	
axeA1_1	2.12E-01	7.00E-02	9.80E-01	1.34E-04	5.35E-03	1.06E-03	
cysL~~~cysL_3~~~cmpR_2~~~cmpR_1~~~cysL_1	2.12E-01	3.13E-01	7.74E-01	2.69E-01	9.37E-01	1.21E-02	
group_10391	2.12E-01	2.69E-02	9.66E-01	2.61E-04	6.16E-03	1.79E-03	
group_10332	2.12E-01	2.56E-03	9.34E-01	-1.67E-02	2.02E-01	3.48E-03	
queA	2.12E-01	3.13E-01	9.77E-01	-3.71E-03	1.28E-01	1.23E-03	
group_8874	2.12E-01	2.69E-02	9.93E-01	5.29E-05	6.19E-03	3.61E-04	
yusV~~~fpuD_1~~~fpuD~~~yusV_2	2.12E-01	8.93E-03	9.88E-01	-1.35E-03	8.99E-02	6.34E-04	
group_7189	2.12E-01	2.56E-03	8.21E-01	-1.94E-02	8.60E-02	9.55E-03	
dxr_2~~~dxr~~~dxr_1	2.12E-01	2.56E-03	9.70E-01	-3.38E-03	8.85E-02	1.62E-03	
group_5794	2.12E-01	6.61E-04	8.63E-01	1.04E-03	6.00E-03	7.31E-03	bad-chisq
asrA	2.12E-01	8.93E-03	9.11E-01	1.75E-02	1.58E-01	4.70E-03	
hemZ	2.12E-01	2.56E-03	9.29E-01	-1.96E-02	2.21E-01	3.75E-03	
rhaR_6~~~rhaR_10~~~rssB	2.12E-01	6.61E-04	8.63E-01	1.04E-03	6.00E-03	7.32E-03	bad-chisq
group_12642	2.09E-01	3.03E-03	9.95E-01	2.06E-05	3.27E-03	2.66E-04	bad-chisq
group_12496	2.09E-01	8.90E-01	4.62E-01	-1.43E-03	1.94E-03	3.11E-02	
group_11558	2.10E-01	8.01E-03	8.92E-01	2.59E-02	1.91E-01	5.75E-03	
group_11265	2.10E-01	8.01E-03	8.07E-01	-3.03E-02	1.24E-01	1.03E-02	
garR	2.09E-01	7.95E-02	9.37E-01	-3.55E-03	4.51E-02	3.32E-03	
group_10410	2.10E-01	2.98E-01	7.16E-01	5.64E-02	1.55E-01	1.54E-02	
group_10310	2.10E-01	8.01E-03	9.78E-01	-1.49E-04	5.32E-03	1.18E-03	
rfuC_1~~~rfuC_2	2.10E-01	2.45E-02	9.16E-01	5.69E-04	5.36E-03	4.49E-03	
lacB	2.09E-01	1.77E-01	9.63E-01	-1.41E-04	3.01E-03	1.99E-03	
abgB_1~~~abgB_2	2.10E-01	2.45E-02	6.37E-01	5.28E-02	1.12E-01	2.00E-02	
cobQ_2~~~cobQ_1~~~cobQ	2.10E-01	2.45E-02	9.32E-01	7.71E-03	9.00E-02	3.62E-03	
patA_3~~~patA_2	2.10E-01	2.26E-03	7.55E-01	-2.34E-01	7.49E-01	1.32E-02	
group_8907	2.10E-01	8.01E-03	9.85E-01	-1.67E-03	8.91E-02	7.95E-04	
group_8830	2.10E-01	8.01E-03	9.98E-01	1.21E-05	5.37E-03	9.50E-05	
group_8776	2.10E-01	2.26E-03	7.55E-01	-2.34E-01	7.49E-01	1.32E-02	
cbiH_1~~~cbiH	2.10E-01	8.01E-03	9.85E-01	-1.67E-03	8.91E-02	7.95E-04	
group_8525	2.10E-01	8.01E-03	9.30E-01	7.98E-03	9.03E-02	3.74E-03	
group_8103	2.10E-01	8.01E-03	9.85E-01	-1.67E-03	8.91E-02	7.95E-04	
fmt_1~~~fmt	2.10E-01	8.01E-03	8.71E-01	3.74E-02	2.30E-01	6.86E-03	
group_7678	2.10E-01	7.06E-04	8.63E-01	1.04E-03	6.00E-03	7.31E-03	bad-chisq
group_7246	2.10E-01	2.45E-02	8.08E-01	2.74E-02	1.13E-01	1.03E-02	
mngB	2.10E-01	7.06E-04	8.63E-01	1.04E-03	6.00E-03	7.31E-03	bad-chisq
group_5978	2.10E-01	8.01E-03	9.58E-01	3.76E-03	7.22E-02	2.21E-03	
group_5927	2.10E-01	2.26E-03	7.98E-01	-2.22E-02	8.67E-02	1.08E-02	
fecE_2	2.10E-01	8.01E-03	8.88E-01	2.83E-02	2.01E-01	5.95E-03	
group_5795	2.10E-01	7.06E-04	8.63E-01	1.04E-03	6.01E-03	7.32E-03	bad-chisq
group_5159	2.10E-01	8.01E-03	8.66E-01	3.92E-02	2.33E-01	7.13E-03	
group_4654	2.10E-01	8.01E-03	9.98E-01	1.78E-05	6.18E-03	1.22E-04	
group_4553	2.10E-01	8.01E-03	8.88E-01	2.83E-02	2.01E-01	5.95E-03	
dppE~~~oppA	2.10E-01	2.26E-03	7.55E-01	-2.34E-01	7.49E-01	1.32E-02	
group_4038	2.10E-01	2.26E-03	9.87E-01	-1.01E-04	6.19E-03	6.87E-04	
group_4010	2.10E-01	8.01E-03	8.63E-01	1.56E-02	9.03E-02	7.29E-03	
malT~~~malT_1~~~malT_2	2.10E-01	8.01E-03	8.88E-01	2.83E-02	2.01E-01	5.95E-03	
group_2646	2.10E-01	8.01E-03	8.66E-01	3.92E-02	2.33E-01	7.13E-03	
ribF	2.10E-01	8.01E-03	8.66E-01	3.92E-02	2.33E-01	7.13E-03	
melD~~~melD_5~~~melD_2	2.10E-01	7.06E-04	8.63E-01	1.04E-03	6.01E-03	7.32E-03	bad-chisq
group_1616	2.10E-01	8.01E-03	8.88E-01	2.83E-02	2.01E-01	5.95E-03	
group_1570	2.10E-01	8.01E-03	8.66E-01	3.92E-02	2.33E-01	7.13E-03	
group_919	2.10E-01	8.01E-03	8.73E-01	3.56E-02	2.23E-01	6.75E-03	
group_13908	2.09E-01	2.23E-02	1.33E-03	4.37E-01	1.35E-01	1.35E-01	
group_13640	2.09E-01	7.17E-03	9.30E-01	1.15E-02	1.30E-01	3.74E-03	
group_13574	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
def	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_12325	2.09E-01	3.10E-02	9.74E-01	-5.07E-05	1.58E-03	1.36E-03	
group_12318	2.07E-01	1.11E-02	6.48E-01	9.52E-04	2.08E-03	1.93E-02	
group_12030	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_11268	2.09E-01	2.83E-01	9.98E-01	1.02E-04	5.33E-02	8.06E-05	
rsxB_3~~~rsxB_5~~~rsxB_1	2.09E-01	7.17E-03	9.99E-01	6.87E-06	6.11E-03	4.76E-05	
rhaR_10~~~rhaR_6~~~rhaS_4~~~rhaS_1~~~rhaS_5	2.07E-01	1.85E-01	8.86E-01	-8.78E-04	6.14E-03	6.05E-03	
group_10248	2.09E-01	7.95E-02	9.84E-01	-6.81E-05	3.41E-03	8.44E-04	
group_9927	2.09E-01	7.17E-03	9.98E-01	1.21E-05	5.38E-03	9.51E-05	
cobD_2~~~cbiB	2.09E-01	2.23E-02	9.36E-01	7.21E-03	8.91E-02	3.42E-03	
group_8818	2.09E-01	4.72E-04	9.27E-01	-5.64E-04	6.19E-03	3.86E-03	
cbiF_1~~~cbiF	2.09E-01	7.17E-03	9.63E-01	-4.96E-03	1.07E-01	1.97E-03	
cbiC_1~~~cbiC~~~cbiC_2	2.09E-01	7.17E-03	9.79E-01	-2.28E-03	8.71E-02	1.11E-03	
cbiA_1~~~cbiA~~~cobB_2~~~cbiA_2	2.09E-01	7.17E-03	9.79E-01	-2.28E-03	8.71E-02	1.11E-03	
rsxB_4~~~rsxB_3	2.07E-01	3.27E-02	9.79E-01	4.58E-05	1.71E-03	1.13E-03	
group_7034	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_7033	2.09E-01	2.23E-02	9.20E-01	1.13E-02	1.14E-01	4.23E-03	
group_6672	2.09E-01	1.98E-03	9.18E-01	-9.44E-03	9.13E-02	4.37E-03	
rlmI	2.09E-01	7.17E-03	4.99E-05	7.29E-01	1.78E-01	1.70E-01	
lacR	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_5242	2.09E-01	7.17E-03	9.30E-01	1.15E-02	1.30E-01	3.74E-03	
group_4774	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
purR_4~~~ccpA	2.09E-01	7.17E-03	8.88E-01	2.98E-02	2.10E-01	5.99E-03	
group_4014	2.09E-01	3.10E-02	9.65E-01	9.77E-05	2.25E-03	1.83E-03	
rbsC_1~~~rbsC_3	2.09E-01	3.03E-03	9.71E-01	2.17E-04	6.05E-03	1.52E-03	bad-chisq
xylB_3~~~ghrB	2.09E-01	3.03E-03	9.71E-01	2.17E-04	6.05E-03	1.52E-03	bad-chisq
melD_2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_3485	2.09E-01	7.17E-03	9.42E-01	-9.03E-03	1.24E-01	3.08E-03	
