variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
nrnA	2.09E-01	7.17E-03	8.93E-01	2.87E-02	2.13E-01	5.69E-03	
group_2731	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_2618	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_2613	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
cobC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_2533	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_2510	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_2102	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
algC_1~~~algC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_1724	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
cpg2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
sbnB_2~~~ala	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
lyx~~~xylB_4	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
ydjJ	2.09E-01	3.03E-03	9.71E-01	2.17E-04	6.05E-03	1.52E-03	bad-chisq
dapE_3~~~argE	2.09E-01	7.17E-03	9.99E-01	-9.99E-05	1.39E-01	3.04E-05	
group_825	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_13151	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
group_13024	2.07E-01	6.41E-03	9.48E-01	6.47E-03	9.94E-02	2.75E-03	
group_12976	2.07E-01	6.41E-03	9.76E-01	-2.64E-03	8.90E-02	1.25E-03	
group_11641	2.05E-01	8.79E-02	8.74E-01	-7.68E-03	4.83E-02	6.73E-03	
group_11457	2.07E-01	5.54E-02	9.66E-01	-2.60E-04	6.19E-03	1.78E-03	
group_11039	2.07E-01	1.74E-03	9.13E-01	-6.84E-03	6.25E-02	4.63E-03	
patA_2~~~patA_4	2.07E-01	1.74E-03	9.40E-01	-1.27E-02	1.69E-01	3.18E-03	
group_10782	2.07E-01	1.74E-03	9.40E-01	-1.27E-02	1.69E-01	3.18E-03	
group_10780	2.07E-01	1.74E-03	9.40E-01	-1.27E-02	1.69E-01	3.18E-03	
group_10537	2.07E-01	1.74E-03	9.97E-01	-2.11E-05	6.20E-03	1.44E-04	
patA_1~~~patA_2~~~patA_3	2.07E-01	6.41E-03	8.13E-01	9.00E-03	3.79E-02	1.00E-02	
group_10259	2.07E-01	8.10E-05	9.61E-01	2.52E-03	5.14E-02	2.07E-03	
group_10242	2.05E-01	8.79E-02	8.83E-01	-9.01E-04	6.14E-03	6.20E-03	
xylB_3~~~xylB_4~~~xylB_7~~~xylB_2	2.07E-01	1.74E-03	9.13E-01	-5.37E-03	4.92E-02	4.62E-03	
group_10048	2.07E-01	1.85E-01	9.84E-01	1.19E-04	6.01E-03	8.37E-04	
rbsR~~~cytR~~~cytR_2	2.07E-01	6.41E-03	9.28E-01	-4.90E-03	5.40E-02	3.84E-03	
group_9483	2.07E-01	6.41E-03	9.83E-01	1.33E-03	6.31E-02	8.95E-04	
gloC	2.07E-01	6.41E-03	9.98E-01	1.39E-05	6.20E-03	9.51E-05	
nnr~~~nnrD	2.07E-01	4.06E-04	9.95E-01	-2.07E-05	3.40E-03	2.58E-04	
group_7710	2.07E-01	8.36E-02	9.27E-01	-1.74E-04	1.92E-03	3.85E-03	
lysA_2~~~lysA	2.07E-01	1.74E-03	8.95E-01	-2.78E-02	2.10E-01	5.60E-03	
group_6433	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
mshA~~~mshA_2	2.07E-01	6.41E-03	9.76E-01	-2.64E-03	8.90E-02	1.25E-03	
group_6200	2.07E-01	1.74E-03	9.95E-01	-3.59E-05	5.38E-03	2.82E-04	
group_5869	2.07E-01	6.41E-03	9.02E-01	2.17E-02	1.77E-01	5.20E-03	
group_5849	2.07E-01	2.03E-02	9.40E-01	7.34E-03	9.75E-02	3.18E-03	
group_5824	2.07E-01	5.54E-02	9.85E-01	7.78E-05	4.06E-03	8.11E-04	
group_5765	2.07E-01	6.41E-03	9.65E-01	-4.41E-03	9.92E-02	1.88E-03	
dacB	2.07E-01	1.74E-03	7.95E-01	-2.28E-02	8.77E-02	1.10E-02	
scpB	2.07E-01	2.03E-02	8.82E-01	-1.06E-02	7.18E-02	6.26E-03	
group_4883	2.07E-01	8.06E-04	8.63E-01	1.04E-03	6.00E-03	7.29E-03	bad-chisq
bglA_2~~~bglA_3~~~bglA_1~~~lacG	2.07E-01	3.22E-03	8.41E-01	-6.79E-04	3.37E-03	8.51E-03	bad-chisq
group_4250	2.07E-01	6.41E-03	9.28E-01	-1.26E-02	1.39E-01	3.82E-03	
oppC~~~oppC_1~~~ddpC~~~dppC~~~gsiD_1	2.07E-01	1.11E-02	9.63E-01	-1.37E-04	2.97E-03	1.95E-03	
group_3879	2.07E-01	6.41E-03	9.51E-01	-8.60E-03	1.40E-01	2.59E-03	
group_3829	2.07E-01	6.41E-03	9.85E-01	-1.55E-03	8.22E-02	7.97E-04	
group_3497	2.07E-01	6.41E-03	9.97E-01	2.21E-05	6.21E-03	1.50E-04	
group_2591	2.07E-01	6.41E-03	7.87E-01	1.21E-01	4.46E-01	1.14E-02	
rbsA_4~~~rbsA_2~~~rbsA_6~~~rbsA_1~~~mglA_4	2.07E-01	3.22E-03	9.71E-01	2.17E-04	6.05E-03	1.52E-03	bad-chisq
group_2567	2.07E-01	6.41E-03	4.57E-01	-8.56E-02	1.15E-01	3.15E-02	
minD	2.07E-01	6.41E-03	9.29E-01	1.19E-02	1.35E-01	3.75E-03	
group_2188	2.07E-01	6.41E-03	9.76E-01	-2.64E-03	8.90E-02	1.25E-03	
group_1779	2.07E-01	2.03E-02	9.46E-01	5.84E-03	8.60E-02	2.87E-03	
xylB_5~~~glpK_1~~~fucK~~~xylB_3	2.07E-01	3.22E-03	9.73E-01	2.09E-04	6.05E-03	1.46E-03	bad-chisq
btuF	2.07E-01	6.41E-03	9.21E-01	-1.39E-02	1.40E-01	4.18E-03	
murJ_1~~~murJ_2	2.07E-01	6.41E-03	9.39E-01	8.46E-03	1.10E-01	3.26E-03	
group_13548	2.05E-01	5.71E-03	9.49E-01	6.86E-03	1.07E-01	2.70E-03	
ktrA_1~~~ktrA_2	2.05E-01	2.55E-01	7.50E-01	4.79E-04	1.50E-03	1.35E-02	
group_12140	2.03E-01	9.58E-01	6.73E-01	7.90E-04	1.87E-03	1.79E-02	
mnmA_2~~~mnmA	2.05E-01	5.71E-03	9.87E-01	-1.00E-04	6.19E-03	6.85E-04	
group_10321	2.05E-01	3.48E-04	9.26E-01	-5.68E-03	6.15E-02	3.91E-03	
group_8301	2.05E-01	2.55E-01	4.99E-01	-1.43E-02	2.11E-02	2.86E-02	
group_7527	2.03E-01	2.02E-01	6.34E-01	-9.61E-04	2.02E-03	2.01E-02	
cobD_2~~~cobD_1	2.05E-01	1.84E-02	9.24E-01	1.35E-02	1.41E-01	4.06E-03	
rsuA	2.05E-01	1.84E-02	1.11E-01	1.56E-01	9.80E-02	6.73E-02	
group_5902	2.05E-01	5.71E-03	9.57E-01	-4.41E-03	8.22E-02	2.27E-03	
group_5276	2.05E-01	5.71E-03	9.63E-01	-5.73E-03	1.22E-01	1.98E-03	
group_3643	2.05E-01	5.71E-03	9.98E-01	-1.07E-05	5.38E-03	8.40E-05	
group_3396	2.05E-01	5.71E-03	9.97E-01	4.11E-04	9.47E-02	1.83E-04	
gabR~~~gabR_1	2.05E-01	5.71E-03	9.80E-01	-9.08E-04	3.65E-02	1.05E-03	
group_2719	2.05E-01	5.11E-02	9.45E-01	4.26E-04	6.19E-03	2.91E-03	
group_2302	2.05E-01	5.71E-03	9.69E-01	-2.46E-03	6.28E-02	1.65E-03	
group_1519	2.05E-01	5.71E-03	9.18E-01	2.16E-02	2.11E-01	4.34E-03	
group_1100	2.05E-01	5.71E-03	9.98E-01	-1.07E-05	5.38E-03	8.40E-05	
group_14977	2.03E-01	3.65E-03	9.63E-01	2.77E-04	6.03E-03	1.95E-03	bad-chisq
group_13253	2.03E-01	5.08E-03	8.33E-01	-1.51E-02	7.15E-02	8.90E-03	
group_12670	2.03E-01	3.65E-02	8.40E-01	9.96E-04	4.92E-03	8.56E-03	
group_12589	2.03E-01	9.23E-02	6.43E-01	8.10E-04	1.75E-03	1.96E-02	
group_12581	2.01E-01	4.00E-01	7.62E-01	5.10E-04	1.68E-03	1.28E-02	
group_12485	2.03E-01	2.02E-01	9.92E-01	-2.25E-05	2.17E-03	4.38E-04	
eda~~~eda_2~~~pgl~~~eda_1	2.01E-01	9.70E-02	9.17E-01	-6.35E-04	6.07E-03	4.42E-03	
group_12106	2.01E-01	9.70E-02	3.68E-01	3.55E-03	3.94E-03	3.80E-02	
group_12081	2.01E-01	3.86E-02	9.44E-01	-1.42E-03	2.00E-02	3.00E-03	
argF~~~argF_2	2.03E-01	3.65E-02	9.56E-01	2.22E-04	4.02E-03	2.34E-03	
group_11703	2.03E-01	2.98E-04	7.25E-01	-1.69E-02	4.80E-02	1.49E-02	
group_10385	2.03E-01	4.70E-02	9.36E-01	-3.26E-04	4.05E-03	3.40E-03	
rluB_2~~~rluB	2.03E-01	1.33E-03	8.30E-01	-1.27E-02	5.92E-02	9.10E-03	
group_9593	2.03E-01	5.08E-03	9.72E-01	-1.91E-04	5.36E-03	1.51E-03	
group_9042	2.03E-01	2.02E-01	5.65E-01	-9.99E-04	1.73E-03	2.44E-02	
group_7132	2.01E-01	3.86E-02	6.35E-01	2.09E-02	4.39E-02	2.01E-02	
spoIIQ~~~blaR1~~~mepM	2.03E-01	5.08E-03	5.98E-01	-3.55E-02	6.73E-02	2.23E-02	
hmuV~~~fecE_2	2.03E-01	1.25E-02	9.33E-01	2.05E-04	2.42E-03	3.58E-03	
cdsA	2.03E-01	1.33E-03	6.80E-01	-3.33E-02	8.05E-02	1.75E-02	
group_4256	2.01E-01	9.81E-04	1.32E-01	4.99E-02	3.31E-02	6.36E-02	bad-chisq
tuaH	2.03E-01	1.67E-02	9.55E-01	4.31E-03	7.60E-02	2.40E-03	
troA	2.03E-01	1.67E-02	9.20E-01	-7.38E-03	7.37E-02	4.23E-03	
adeC~~~ade_1	2.03E-01	1.67E-02	5.49E-01	2.16E-02	3.60E-02	2.54E-02	
yabP	2.03E-01	5.08E-03	9.69E-01	3.37E-03	8.77E-02	1.62E-03	
oppD_2~~~oppD_3~~~oppD_1~~~oppD_4	2.03E-01	1.25E-02	9.63E-01	-1.39E-04	2.97E-03	1.98E-03	
alsT~~~alsT_1	2.03E-01	1.33E-03	8.12E-01	-2.10E-02	8.81E-02	1.01E-02	
group_2525	2.03E-01	1.67E-02	7.15E-01	-2.12E-02	5.79E-02	1.55E-02	
group_2052	2.03E-01	1.25E-02	9.59E-01	1.15E-04	2.25E-03	2.16E-03	
group_1455	2.01E-01	3.89E-03	9.95E-01	-1.46E-05	2.49E-03	2.48E-04	bad-chisq
group_1403	2.03E-01	5.08E-03	8.69E-01	-1.91E-02	1.16E-01	6.97E-03	
group_12424	2.01E-01	4.00E-01	9.86E-01	4.18E-05	2.39E-03	7.40E-04	
group_12189	2.01E-01	9.70E-02	9.67E-01	-7.22E-05	1.76E-03	1.73E-03	
rutD~~~catD	2.01E-01	1.16E-03	2.91E-01	-3.82E-02	3.62E-02	4.46E-02	
hppA	2.01E-01	1.16E-03	8.91E-01	-5.15E-03	3.77E-02	5.77E-03	
group_10159	2.01E-01	4.51E-03	9.92E-01	-5.86E-05	6.20E-03	4.00E-04	
group_8748	2.01E-01	1.32E-02	9.67E-01	-8.84E-05	2.16E-03	1.73E-03	
ligA_1~~~ligA_2	2.01E-01	1.32E-02	1.00E+00	-9.29E-07	1.76E-03	2.23E-05	
group_8495	2.01E-01	1.16E-03	9.44E-01	-4.39E-04	6.19E-03	3.00E-03	
group_7532	2.01E-01	4.51E-03	9.95E-01	-3.42E-05	5.38E-03	2.69E-04	
xynA1~~~xynA1_2	2.01E-01	1.50E-02	9.34E-01	-4.26E-03	5.12E-02	3.52E-03	
group_7242	2.01E-01	4.51E-03	9.85E-01	7.76E-04	4.24E-02	7.74E-04	
group_6320	2.01E-01	4.51E-03	8.80E-01	-1.27E-02	8.39E-02	6.41E-03	
prsW_2~~~prsW_1	2.01E-01	1.07E-01	9.46E-01	4.16E-04	6.19E-03	2.85E-03	
group_5916	2.01E-01	1.50E-02	9.37E-01	-4.17E-03	5.26E-02	3.35E-03	
mdtL	2.01E-01	1.07E-01	9.58E-01	-3.26E-04	6.14E-03	2.24E-03	
group_5142	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
group_4580	2.01E-01	1.50E-02	9.37E-01	-4.17E-03	5.26E-02	3.35E-03	
hisK_1~~~hisK_2	2.01E-01	4.51E-03	9.68E-01	-2.77E-03	6.84E-02	1.71E-03	
group_3577	2.01E-01	4.51E-03	9.88E-01	1.09E-03	7.39E-02	6.26E-04	
group_2793	2.01E-01	4.32E-02	9.46E-01	4.19E-04	6.19E-03	2.87E-03	
group_2008	2.01E-01	4.51E-03	9.92E-01	8.00E-04	8.16E-02	4.15E-04	
group_1432	2.01E-01	4.51E-03	9.95E-01	-3.51E-04	5.10E-02	2.92E-04	
xypA	2.01E-01	3.89E-03	9.82E-01	-1.00E-04	4.33E-03	9.80E-04	bad-chisq
group_12441	1.98E-01	4.30E-02	7.36E-01	5.76E-04	1.71E-03	1.43E-02	
yteP_1~~~yteP_7~~~yteP~~~yteP_4~~~yteP_5~~~yteP_2	2.00E-01	1.02E-01	9.30E-01	-2.94E-04	3.35E-03	3.71E-03	
rbsA_5~~~rbsA_2~~~rbsA_4	2.00E-01	1.36E-02	4.28E-01	3.87E-02	4.88E-02	3.35E-02	
rhaS_1~~~rhaS_3~~~rhaS_2~~~rhaS_6	1.98E-01	4.40E-03	8.53E-01	7.50E-04	4.05E-03	7.83E-03	bad-chisq
dnaJ_1	1.98E-01	1.49E-02	7.54E-01	1.24E-02	3.97E-02	1.32E-02	
yfnB	2.00E-01	1.36E-02	9.63E-01	-2.65E-03	5.77E-02	1.94E-03	
group_5119	2.00E-01	3.96E-02	9.83E-01	-1.13E-04	5.36E-03	8.95E-04	
ogt~~~ogt_2	2.00E-01	1.36E-02	6.98E-01	-2.22E-02	5.72E-02	1.64E-02	
group_4288	2.00E-01	3.99E-03	9.46E-01	-3.61E-04	5.38E-03	2.84E-03	
group_4118	2.00E-01	3.99E-03	9.85E-01	1.01E-03	5.39E-02	7.89E-04	
group_4107	2.00E-01	3.99E-03	9.40E-01	-3.50E-03	4.68E-02	3.17E-03	
group_4026	2.00E-01	3.96E-02	9.86E-01	-9.66E-05	5.37E-03	7.62E-04	
group_3630	2.00E-01	4.08E-01	1.39E-01	7.64E-02	5.16E-02	6.26E-02	
glcR_1~~~ydjF_2	2.00E-01	4.14E-03	9.60E-01	-3.05E-04	6.02E-03	2.14E-03	bad-chisq
group_1818	2.00E-01	4.14E-03	9.60E-01	-3.05E-04	6.02E-03	2.14E-03	bad-chisq
group_1433	2.00E-01	3.99E-03	2.81E-01	-7.44E-02	6.90E-02	4.56E-02	
group_12443	1.98E-01	4.30E-02	9.81E-01	-5.77E-05	2.45E-03	9.98E-04	
group_12385	1.98E-01	2.04E-01	9.95E-01	-3.34E-05	5.35E-03	2.64E-04	
group_12033	1.98E-01	3.62E-02	9.91E-01	6.34E-05	5.36E-03	5.00E-04	
group_11785	1.98E-01	9.25E-02	8.55E-01	9.66E-04	5.29E-03	7.73E-03	
group_11373	1.98E-01	9.25E-02	9.94E-01	-9.96E-04	1.36E-01	3.09E-04	
guaA_1~~~guaA_2~~~guaA	1.98E-01	3.90E-01	9.72E-01	-9.30E-05	2.62E-03	1.50E-03	
natR_2~~~btsR	1.98E-01	4.40E-03	9.98E-01	-1.45E-05	4.96E-03	1.23E-04	bad-chisq
menG~~~COQ5_3~~~COQ5_2	1.98E-01	3.52E-03	9.60E-01	-2.69E-04	5.35E-03	2.13E-03	
cymR_1~~~cymR_2~~~iscR	1.98E-01	1.83E-04	8.90E-01	-4.74E-03	3.44E-02	5.83E-03	
group_10382	1.98E-01	3.62E-02	9.55E-01	3.50E-04	6.18E-03	2.39E-03	
group_10343	1.98E-01	4.30E-02	2.39E-01	2.38E-02	2.01E-02	4.98E-02	
group_9951	1.96E-01	4.69E-03	4.70E-01	1.92E-03	2.66E-03	3.05E-02	bad-chisq
group_9540	1.98E-01	2.04E-01	9.29E-01	8.46E-02	9.46E-01	3.78E-03	
ydjI~~~fbaA_1~~~gatY	1.98E-01	3.52E-03	9.32E-01	-4.28E-03	5.05E-02	3.59E-03	
abgB_2~~~abgB_1	1.98E-01	2.04E-01	1.00E+00	2.64E-07	5.37E-03	2.08E-06	
group_6277	1.96E-01	1.12E-01	9.95E-01	-3.02E-05	4.59E-03	2.78E-04	
group_6073	1.98E-01	4.40E-03	9.55E-01	-1.30E-04	2.28E-03	2.41E-03	bad-chisq
group_5805	1.98E-01	3.52E-03	8.53E-01	-9.49E-03	5.11E-02	7.86E-03	
group_5196	1.98E-01	1.22E-02	8.54E-01	-1.08E-02	5.86E-02	7.77E-03	
group_4158	1.98E-01	8.69E-04	4.69E-01	-4.09E-02	5.63E-02	3.07E-02	
cocE	1.98E-01	1.49E-02	9.73E-01	-1.13E-04	3.38E-03	1.41E-03	
group_2743	1.98E-01	9.25E-02	9.86E-01	-9.46E-05	5.36E-03	7.46E-04	
group_2059	1.98E-01	1.07E-01	8.05E-01	1.30E-03	5.25E-03	1.05E-02	
yoaA_1~~~yoaA_2~~~yoaA~~~dinG_1~~~dinG~~~dinG_2	1.96E-01	4.53E-02	9.14E-01	2.21E-04	2.04E-03	4.58E-03	
viaA	1.96E-01	2.40E-01	9.37E-01	-1.35E-04	1.70E-03	3.36E-03	
group_12052	1.96E-01	1.12E-01	9.43E-01	-2.09E-04	2.95E-03	3.00E-03	
group_10982	1.96E-01	3.73E-01	9.28E-01	7.85E-03	8.64E-02	3.84E-03	
argS	1.96E-01	1.92E-01	9.78E-01	8.39E-03	2.98E-01	1.19E-03	
group_9759	1.94E-01	1.67E-02	7.34E-01	2.09E-03	6.16E-03	1.44E-02	
group_8724	1.96E-01	7.49E-04	9.90E-01	-4.85E-05	4.06E-03	5.05E-04	
group_7318	1.96E-01	3.10E-03	2.62E-01	-6.40E-02	5.70E-02	4.74E-02	
RBKS~~~ydjH_2~~~ydjH_1~~~rbsK_2~~~ydjH	1.96E-01	3.10E-03	9.94E-01	-2.87E-05	4.05E-03	3.00E-04	
oppF~~~oppF_2~~~btuD_4~~~btuD_6~~~dppD	1.96E-01	1.57E-02	9.63E-01	-1.39E-04	2.97E-03	1.98E-03	
group_4924	1.96E-01	3.31E-02	2.97E-01	5.83E-02	5.58E-02	4.41E-02	
group_3490	1.96E-01	7.49E-04	9.65E-01	-2.35E-04	5.37E-03	1.85E-03	
group_2559	1.96E-01	3.31E-02	2.40E-01	6.29E-02	5.35E-02	4.97E-02	
group_1795	1.96E-01	1.09E-02	9.97E-01	-1.81E-04	5.20E-02	1.47E-04	
group_12365	1.93E-01	2.61E-01	8.71E-01	-3.16E-04	1.94E-03	6.88E-03	
bglB~~~bglB_1~~~bglB_2~~~bglB_3	1.93E-01	9.01E-01	6.45E-01	3.09E-02	6.71E-02	1.95E-02	
group_11038	1.94E-01	1.27E-03	5.39E-01	1.81E-02	2.94E-02	2.60E-02	bad-chisq
glgE~~~bbmA~~~amyB	1.94E-01	1.81E-01	9.95E-01	4.97E-04	8.00E-02	2.63E-04	
group_9856	1.94E-01	6.45E-04	9.13E-01	-6.88E-03	6.32E-02	4.61E-03	
pknD_1~~~pknD_2~~~pknD	1.94E-01	1.81E-01	9.99E-01	-7.80E-06	6.19E-03	5.33E-05	
group_9241	1.94E-01	9.80E-03	9.95E-01	-3.49E-05	5.37E-03	2.75E-04	
kdpD~~~todS~~~resE~~~sasA_5	1.94E-01	2.50E-01	7.44E-01	4.75E-04	1.46E-03	1.38E-02	
group_8199	1.93E-01	1.77E-02	5.56E-01	-1.32E-03	2.24E-03	2.49E-02	
mtaB_2~~~mtaB~~~mtaB_1	1.94E-01	1.81E-01	9.99E-01	7.95E-05	4.51E-02	7.45E-05	
group_6740	1.94E-01	2.72E-03	9.46E-01	-3.62E-04	5.36E-03	2.86E-03	
ydjF_1~~~ydjF_2~~~srlR	1.94E-01	2.72E-03	9.15E-01	-5.86E-03	5.50E-02	4.51E-03	
sbnB	1.94E-01	2.72E-03	9.80E-01	-1.53E-04	6.16E-03	1.05E-03	
group_12571	1.93E-01	1.77E-02	7.53E-01	6.82E-04	2.17E-03	1.33E-02	
ydiP_2~~~hhaIM~~~ydiP	1.91E-01	5.32E-02	8.59E-01	-3.63E-04	2.04E-03	7.54E-03	
dacF_1~~~dacF	1.93E-01	1.70E-01	1.00E+00	-1.52E-06	7.65E-02	8.40E-07	
group_9088	1.93E-01	8.76E-03	9.98E-01	-1.17E-05	3.79E-03	1.31E-04	
group_5953	1.93E-01	2.74E-02	9.30E-01	-3.97E-03	4.52E-02	3.71E-03	
group_5846	1.93E-01	5.30E-03	9.59E-01	-3.06E-04	6.02E-03	2.15E-03	bad-chisq
citD	1.93E-01	2.38E-03	9.94E-01	-4.40E-05	6.16E-03	3.02E-04	
group_15415	1.91E-01	2.08E-03	8.45E-01	-1.19E-03	6.12E-03	8.25E-03	
group_13797	1.91E-01	2.08E-03	8.92E-01	-6.62E-03	4.88E-02	5.74E-03	
group_12151	1.91E-01	2.72E-01	8.12E-01	-6.34E-04	2.66E-03	1.01E-02	
group_12024	1.91E-01	5.32E-02	9.96E-01	-8.24E-06	1.66E-03	2.10E-04	
group_10654	1.91E-01	2.08E-03	7.78E-01	-1.46E-02	5.20E-02	1.19E-02	
group_7356	1.91E-01	7.80E-03	9.82E-01	1.19E-04	5.35E-03	9.41E-04	
group_7287	1.91E-01	7.80E-03	7.40E-01	-1.35E-03	4.05E-03	1.40E-02	
blaR1~~~mecR1	1.91E-01	3.22E-01	2.94E-01	5.28E-02	5.02E-02	4.44E-02	
group_5294	1.91E-01	2.49E-02	4.30E-01	-2.78E-02	3.52E-02	3.34E-02	
cmpR	1.91E-01	2.08E-03	8.92E-01	-6.62E-03	4.88E-02	5.74E-03	
group_4912	1.91E-01	2.08E-03	9.19E-01	-5.36E-03	5.28E-02	4.29E-03	
group_3659	1.91E-01	1.59E-01	9.28E-01	-4.51E-03	4.97E-02	3.84E-03	
group_3601	1.91E-01	3.22E-01	9.55E-01	-2.79E-03	4.94E-02	2.39E-03	
group_3573	1.89E-01	1.54E-03	7.99E-01	1.53E-03	6.00E-03	1.08E-02	bad-chisq
group_3039	1.91E-01	6.80E-02	7.15E-01	-1.89E-02	5.18E-02	1.54E-02	
group_2612	1.91E-01	3.22E-01	9.55E-01	-2.79E-03	4.94E-02	2.39E-03	
group_2603	1.91E-01	1.59E-01	9.28E-01	-4.51E-03	4.97E-02	3.84E-03	
yeeO_2~~~yeeO_1	1.91E-01	6.80E-02	7.67E-01	-1.81E-02	6.12E-02	1.25E-02	
msmX_2	1.91E-01	3.22E-01	9.55E-01	-2.79E-03	4.94E-02	2.39E-03	
ngcG_1~~~araQ_2	1.91E-01	3.22E-01	9.55E-01	-2.79E-03	4.94E-02	2.39E-03	
group_1530	1.91E-01	6.80E-02	9.26E-01	-5.32E-03	5.74E-02	3.92E-03	
group_1461	1.91E-01	3.22E-01	9.55E-01	-2.79E-03	4.94E-02	2.39E-03	
group_12592	1.89E-01	5.61E-02	1.00E+00	7.93E-07	1.91E-03	1.76E-05	
group_10437	1.89E-01	5.61E-02	6.01E-01	-9.47E-04	1.81E-03	2.22E-02	
pyrG_2~~~pyrG	1.89E-01	1.49E-01	9.57E-01	-2.20E-04	4.04E-03	2.31E-03	
group_6846	1.89E-01	2.26E-02	2.46E-01	-4.60E-02	3.96E-02	4.90E-02	
xerC_12~~~xerC_7~~~xerC_2	1.87E-01	2.10E-02	9.81E-01	-7.64E-05	3.28E-03	9.85E-04	
group_5827	1.87E-01	5.91E-02	9.99E-01	-1.54E-06	2.41E-03	2.71E-05	
argE_1~~~argE_2	1.89E-01	3.06E-01	9.39E-01	-3.77E-03	4.94E-02	3.23E-03	
group_2576	1.89E-01	1.81E-03	8.94E-01	-6.09E-03	4.55E-02	5.66E-03	
idnT	1.89E-01	2.26E-02	9.56E-01	2.91E-04	5.33E-03	2.31E-03	
group_15300	1.87E-01	2.04E-02	9.43E-01	-2.89E-04	4.05E-03	3.01E-03	
ngcG~~~araQ_1~~~ngcG_3	1.87E-01	2.10E-02	8.47E-01	6.47E-04	3.34E-03	8.18E-03	
group_12658	1.85E-01	2.22E-02	9.42E-01	3.36E-04	4.58E-03	3.10E-03	
group_10469	1.85E-01	1.74E-03	1.86E-01	3.42E-02	2.58E-02	5.60E-02	bad-chisq
group_9620	1.87E-01	2.90E-01	9.34E-01	-3.68E-03	4.45E-02	3.50E-03	
larA~~~larA_2~~~larA_3	1.87E-01	5.76E-02	9.18E-01	4.14E-04	4.03E-03	4.34E-03	
group_7796	1.87E-01	5.32E-01	8.49E-01	-5.35E-04	2.80E-03	8.07E-03	
group_7436	1.87E-01	2.10E-02	6.63E-01	1.05E-03	2.42E-03	1.84E-02	
group_6033	1.87E-01	6.36E-03	9.80E-01	-5.84E-05	2.37E-03	1.04E-03	bad-chisq
group_2765	1.87E-01	2.96E-01	1.10E-01	9.23E-02	5.76E-02	6.76E-02	
group_15301	1.85E-01	1.84E-02	9.76E-01	-1.83E-04	6.15E-03	1.26E-03	
group_12545	1.85E-01	3.08E-01	9.91E-01	-2.38E-05	2.08E-03	4.84E-04	
group_11793	1.85E-01	8.61E-01	8.64E-01	-3.81E-04	2.23E-03	7.22E-03	
group_10718	1.85E-01	6.23E-02	5.80E-01	-1.10E-03	1.98E-03	2.34E-02	
group_10562	1.85E-01	1.36E-03	9.66E-01	2.29E-04	5.34E-03	1.82E-03	
sufS_2~~~sufS_1	1.85E-01	1.30E-01	9.57E-01	-2.63E-03	4.87E-02	2.28E-03	
group_9542	1.85E-01	1.36E-03	9.51E-01	-3.30E-04	5.34E-03	2.62E-03	
ancA_1~~~ancA	1.85E-01	5.29E-02	9.67E-01	-1.69E-04	4.06E-03	1.76E-03	
rep~~~topA	1.85E-01	1.84E-02	9.88E-01	-8.99E-05	6.14E-03	6.20E-04	
group_4151	1.85E-01	1.84E-02	9.76E-01	-1.83E-04	6.15E-03	1.26E-03	
group_2860	1.85E-01	1.84E-02	9.93E-01	-4.59E-05	5.33E-03	3.65E-04	
group_2345	1.85E-01	5.43E-03	9.30E-01	-4.64E-04	5.31E-03	3.69E-03	
group_1476	1.85E-01	1.84E-02	9.99E-01	-9.95E-06	5.33E-03	7.89E-05	
group_1374	1.85E-01	2.75E-01	9.50E-01	-2.75E-03	4.40E-02	2.64E-03	
group_12447	1.82E-01	2.49E-02	9.48E-01	-1.56E-04	2.39E-03	2.77E-03	
group_12098	1.84E-01	3.21E-01	9.64E-01	-7.80E-05	1.73E-03	1.91E-03	
group_12049	1.82E-01	6.91E-02	8.88E-01	3.05E-04	2.16E-03	5.97E-03	
sasA_3~~~sasA_5~~~sasA_1~~~sasA_12~~~resE~~~sasA_7~~~sasA_6~~~sasA_2	1.82E-01	6.91E-02	1.32E-08	-1.53E-01	2.65E-02	2.37E-01	
